Source Name	Characteristics[Organism]	Term Source REF	Term Source Accession	Characteristics[Cell Line]	Term Source REF	Term Source Accession	Characteristics[Cell Cycle Phase]	Protocol REF	Protocol REF	Assay Name	Factor Value [Targeted Protein]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Symbol Synonyms]	Channels	Dataset Name	Image File Path	Image Name	Protocol REF	Processed Data File
141_gtub_026	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_026	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_026_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_027	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_027	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_028	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_032	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_032	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_032_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
141_gtub_033	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	141_gtub_033	TUBG1-N 	ENSG00000131462	TUBG1		525:141NEDD1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/141NEDD1_gTub_20110823/	141_gtub_033_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_001	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_002	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_003	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_005	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_008	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_009	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_009	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_009_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_010	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_011	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_014	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_014	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_014_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_015	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_016	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_017	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_020	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_020	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_020_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_021	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_021	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_021_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_023	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_024	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_025	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_026	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_026	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_026_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_028	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_NEDD1141_I_030	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_NEDD1141_I_030	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:141NEDD1	TUBG1-N 	TUBG1-N/gTub_141NEDD1_20110909/	gtub_NEDD1141_I_030_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_002	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_004	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_004	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_004_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_005	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_008	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_012	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_012_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_013	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_013	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_014	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_014	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_014_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_015	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_016	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_017	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_018	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_021	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_021	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_021_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_022	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_022	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_022_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_024	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_027	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_027	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_028	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_032	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_032	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_032_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_033	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_033	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_033_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_034	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_034	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_034_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
gtub_PCNT_I_040	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	gtub_PCNT_I_040	TUBG1-N 	ENSG00000131462	TUBG1		525:TUBG1-N; 615:PCNT-N1	TUBG1-N 	TUBG1-N/gTub_PCNTab_20110909/	gtub_PCNT_I_040_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_003	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_004	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_004	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_004_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_005	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_007	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_010	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_011	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_015	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_017	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_018	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_019	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_020	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_020	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_020_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_023	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_024	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_025	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_031	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_031	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_031_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_032	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_032	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_032_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
PCNT_gtub_I_035	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	PCNT_gtub_I_035	TUBG1-N 	ENSG00000131462	TUBG1		525:PCNT-N1; 615:TUBG1-N	TUBG1-N 	TUBG1-N/PCNTab_gTub_20110909/	PCNT_gtub_I_035_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
