Source Name	Characteristics [Organism]	Term Source REF	Term Source Accession	Characteristics[Organism Part]	Term Source REF	Term Source Accession	Characteristics[Sex]	Term Source REF	Term Source Accession	Characteristics[Individual]	Characteristics[Genotype]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Human Ortholog]	Comment[Human Ortholog Gene Symbol]	Protocol REF	Protocol REF	Assay Name	Factor Value[Organism Part]	Factor Value[Sex]	Factor Value[Individual]	Factor Value[Genotype]	DataSet Name	Image File	Channels	Comment [Image File Type]	Comment[Image File Path]	Protocol REF	Processed Data File
Ddx41-14-579-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-brain	brain	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-brain	Ddx41-14-579-brain - 2015-06-24 20.50.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-eye	eye	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-eye	Ddx41-14-579-eye - 2015-06-24 22.19.07.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-gastrointestinal	gastrointestinal system	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-gastrointestinal	Ddx41-14-579-gi - 2015-06-24 21.30.44.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-heart	heart	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-heart	Ddx41-14-579-heart - 2015-06-24 21.08.32.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-knee	knee	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-knee	Ddx41-14-579-knee - 2015-06-24 22.04.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-liver	liver	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-liver	Ddx41-14-579-liver - 2015-06-24 20.59.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-lymph-node	lymph node	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-lymph-node	Ddx41-14-579-ln - 2015-06-24 21.57.33.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-reproductive-female	reproductive system	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-reproductive-female	Ddx41-14-579-reprof - 2015-06-24 21.42.46.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-salivary-gland	salivary gland	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-salivary-gland	Ddx41-14-579-Sali - 2015-06-24 21.14.39.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-579-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Ddx41-14-579	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-579-skin	skin	female	Ddx41-14-579	Ddx41 knockout	Ddx41-14-579-skin	Ddx41-14-579-skin - 2015-06-24 22.25.07.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-brain	brain	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-brain	Ddx41-14-582-brain - 2015-06-24 22.30.25.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-eye	eye	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-eye	Ddx41-14-582-eye - 2015-06-24 23.59.00.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-gastrointestinal	gastrointestinal system	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-gastrointestinal	Ddx41-14-582-gi - 2015-06-24 23.22.55.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-heart	heart	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-heart	Ddx41-14-582-heart - 2015-06-24 22.52.39.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-knee	knee	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-knee	Ddx41-14-582-knee - 2015-06-24 23.52.21.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-liver	liver	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-liver	Ddx41-14-582-liver - 2015-06-24 22.39.48.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-lymph-node	lymph node	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-lymph-node	Ddx41-14-582-ln - 2015-06-24 23.41.42.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-reproductive-female	reproductive system	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-reproductive-female	Ddx41-14-582-reprof - 2015-06-24 23.33.38.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-salivary-gland	salivary gland	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-salivary-gland	Ddx41-14-582-Sali - 2015-06-24 23.07.26.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Ddx41-14-582-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Ddx41-14-582	Ddx41 knockout	ENSMUSG00000021494	Ddx41	ENSG00000183258	DDX41	growth protocol	image aquistion and feature extraction protocol	Ddx41-14-582-skin	skin	female	Ddx41-14-582	Ddx41 knockout	Ddx41-14-582-skin	Ddx41-14-582-skin - 2015-06-25 00.09.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Ddx41-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-brain	brain	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-brain	Eya4-14-431-brain - 2015-06-24 04.25.01.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-eye	eye	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-eye	Eya4-14-431-eye - 2015-06-24 06.09.29.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-gastrointestinal	gastrointestinal system	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-gastrointestinal	Eya4-14-431-gi - 2015-06-24 05.22.46.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-heart	heart	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-heart	Eya4-14-431-heart - 2015-06-24 04.45.53.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-knee	knee	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-knee	Eya4-14-431-knee - 2015-06-24 05.56.37.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-liver	liver	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-liver	Eya4-14-431-liver - 2015-06-24 04.36.04.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-lymph-node	lymph node	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-lymph-node	Eya4-14-431-LN - 2015-06-24 05.51.06.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-reproductive-male	reproductive system	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-reproductive-male	Eya4-14-431-reprom - 2015-06-24 05.35.22.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-salivary-gland	salivary gland	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-salivary-gland	Eya4-14-431-Sali - 2015-06-24 05.02.24.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-431-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Eya4-14-431	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-431-skin	skin	male	Eya4-14-431	Eya4 knockout	Eya4-14-431-skin	Eya4-14-431-skin - 2015-06-24 06.18.44.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-liver	liver	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-liver	Eya4-14-432--liver - 2015-06-24 06.38.00.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-brain	brain	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-brain	Eya4-14-432-brain - 2015-06-24 06.27.21.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-eye	eye	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-eye	Eya4-14-432-eye - 2015-06-24 07.56.12.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-gastrointestinal	gastrointestinal system	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-gastrointestinal	Eya4-14-432-gi - 2015-06-24 07.22.37.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-heart	heart	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-heart	Eya4-14-432-heart - 2015-06-24 06.49.00.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-knee	knee	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-knee	Eya4-14-432-knee - 2015-06-24 07.47.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-lymph-node	lymph node	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-lymph-node	Eya4-14-432-LN - 2015-06-24 07.44.23.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-reproductive-male	reproductive system	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-reproductive-male	Eya4-14-432-reprom - 2015-06-24 07.32.45.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-salivary-gland	salivary gland	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-salivary-gland	Eya4-14-432-Sali - 2015-06-24 07.06.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-432-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Eya4-14-432	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-432-skin	skin	male	Eya4-14-432	Eya4 knockout	Eya4-14-432-skin	Eya4-14-432-skin - 2015-06-24 08.05.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-433-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Eya4-14-433	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-433-brain	brain	male	Eya4-14-433	Eya4 knockout	Eya4-14-433-brain	Eya4-14-433-brain - 2015-06-24 08.17.01.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-433-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Eya4-14-433	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-433-eye	eye	male	Eya4-14-433	Eya4 knockout	Eya4-14-433-eye	Eya4-14-433-eye - 2015-06-24 09.40.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-433-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Eya4-14-433	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-433-gastrointestinal	gastrointestinal system	male	Eya4-14-433	Eya4 knockout	Eya4-14-433-gastrointestinal	Eya4-14-433-gi - 2015-06-24 09.01.42.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-433-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Eya4-14-433	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-433-heart	heart	male	Eya4-14-433	Eya4 knockout	Eya4-14-433-heart	Eya4-14-433-heart - 2015-06-24 08.37.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-433-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Eya4-14-433	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-433-knee	knee	male	Eya4-14-433	Eya4 knockout	Eya4-14-433-knee	Eya4-14-433-knee - 2015-06-24 09.31.42.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
