Plate	Well	Plate_Well	Experimental Condition [Compound]	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Control Type	Control Comments	Gene Hit for YAP Localization Inconsistent With Cell Shape	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
200972985[5182]_kinome_YAP_CD44	J5	200972985[5182]_kinome_YAP_CD44_J5			1033	CDKN3			"yes, Low YAP Ratio"	yes	well		small cells		small nuclei				low Neighbor Fraction				doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J6	200972985[5182]_kinome_YAP_CD44_J6			8754	ADAM9				yes	well				small nuclei				low Neighbor Fraction										
200972985[5182]_kinome_YAP_CD44	J7	200972985[5182]_kinome_YAP_CD44_J7		M-004061-02	64781	CERK			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	J8	200972985[5182]_kinome_YAP_CD44_J8		M-005303-03	57143	ADCK1				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction			low local density				low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	J9	200972985[5182]_kinome_YAP_CD44_J9			11069	RAPGEF4				yes	well												doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	K10	200972985[5182]_kinome_YAP_CD44_K10			2596	GAP43				yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	K11	200972985[5182]_kinome_YAP_CD44_K11			26960	NBEA				yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K12	200972985[5182]_kinome_YAP_CD44_K12		M-010819-01	2645	GCK				yes	well	large cells						high Neighbor Fraction						high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K13	200972985[5182]_kinome_YAP_CD44_K13		M-006751-00	80347	COASY				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	K14	200972985[5182]_kinome_YAP_CD44_K14			2675	GFRA2				yes	well								low Neighbor Fraction						low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K15	200972985[5182]_kinome_YAP_CD44_K15		M-006821-01	4830	NME1			"yes, Low YAP Ratio"	yes	well	large cells									low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K16	200972985[5182]_kinome_YAP_CD44_K16		M-006727-00	2710	GK				yes	well	large cells					low nucleus/cell area				low local density				low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	K17	200972985[5182]_kinome_YAP_CD44_K17		M-005102-02	4831	NME2				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	K18	200972985[5182]_kinome_YAP_CD44_K18		M-015091-01	2712	GK2				yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	K19	200972985[5182]_kinome_YAP_CD44_K19		M-006753-01	4832	NME3			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density			doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K2	200972985[5182]_kinome_YAP_CD44_K2			2533	FYB			"yes, Low YAP Ratio"	yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K20	200972985[5182]_kinome_YAP_CD44_K20			2764	GMFB				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K21	200972985[5182]_kinome_YAP_CD44_K21		M-006494-00	4833	NME4				yes	well	large cells																	
200972985[5182]_kinome_YAP_CD44	K23	200972985[5182]_kinome_YAP_CD44_K23					negative control	"mock transfected, 150 cells per well"		yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K3	200972985[5182]_kinome_YAP_CD44_K3			9902	MRC2			"yes, Low YAP Ratio+Low Level"	yes	well											low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K4	200972985[5182]_kinome_YAP_CD44_K4		M-005005-02	2580	GAK				yes	well	large cells									low local density	low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K5	200972985[5182]_kinome_YAP_CD44_K5			4597	MVD			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K6	200972985[5182]_kinome_YAP_CD44_K6		M-007728-01	2584	GALK1				yes	well							high Neighbor Fraction		high local density						high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	K7	200972985[5182]_kinome_YAP_CD44_K7		M-006749-00	4598	MVK				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K8	200972985[5182]_kinome_YAP_CD44_K8		M-006725-00	2585	GALK2			"yes, Low YAP Ratio"	yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	K9	200972985[5182]_kinome_YAP_CD44_K9		M-006750-01	55577	NAGK			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L10	200972985[5182]_kinome_YAP_CD44_L10		M-006700-02	205	AK3				yes	well											low nuclear roundness	doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L11	200972985[5182]_kinome_YAP_CD44_L11		M-007678-00	1164	CKS2			"yes, Low YAP Ratio+Low Level"	yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L12	200972985[5182]_kinome_YAP_CD44_L12		M-006701-00	50808	AK3L1				yes	well				small nuclei				low Neighbor Fraction										
200972985[5182]_kinome_YAP_CD44	L13	200972985[5182]_kinome_YAP_CD44_L13		M-003257-02	1263	PLK3				yes	well															high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	L14	200972985[5182]_kinome_YAP_CD44_L14		M-004897-02	26289	AK5				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	L15	200972985[5182]_kinome_YAP_CD44_L15			10256	CNKSR1				yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L16	200972985[5182]_kinome_YAP_CD44_L16		M-007257-01	122481	AK7				yes	well				small nuclei				low Neighbor Fraction					high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L18	200972985[5182]_kinome_YAP_CD44_L18			8165	AKAP1				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L19	200972985[5182]_kinome_YAP_CD44_L19			9276	COPB2			"yes, Low YAP Ratio+Low Level"	yes	well		small cells		small nuclei	high nucleus/cell area			low Neighbor Fraction				doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L2	200972985[5182]_kinome_YAP_CD44_L2			154	ADRB2				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness							
200972985[5182]_kinome_YAP_CD44	L20	200972985[5182]_kinome_YAP_CD44_L20			11215	AKAP11				yes	well	large cells													low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L21	200972985[5182]_kinome_YAP_CD44_L21		M-012023-02	1399	CRKL				yes	well		small cells			high nucleus/cell area											low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L22	200972985[5182]_kinome_YAP_CD44_L22					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	L3	200972985[5182]_kinome_YAP_CD44_L3		M-006707-00	1158	CKM				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L4	200972985[5182]_kinome_YAP_CD44_L4			186	AGTR2				yes	well	large cells		large nuclei				high Neighbor Fraction		high local density									
200972985[5182]_kinome_YAP_CD44	L5	200972985[5182]_kinome_YAP_CD44_L5				CKMT1			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L6	200972985[5182]_kinome_YAP_CD44_L6		M-006811-03	203	AK1			"yes, High YAP Ratio"	yes	well	large cells		large nuclei			low nucleus/cell area	high Neighbor Fraction			low local density				low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	L7	200972985[5182]_kinome_YAP_CD44_L7		M-006709-01	1160	CKMT2			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	L8	200972985[5182]_kinome_YAP_CD44_L8		M-006812-00	204	AK2				yes	well								low Neighbor Fraction						low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	L9	200972985[5182]_kinome_YAP_CD44_L9		M-004586-01	1163	CKS1B				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	M10	200972985[5182]_kinome_YAP_CD44_M10		M-005328-01	2984	GUCY2C				yes	well				small nuclei				low Neighbor Fraction					high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M11	200972985[5182]_kinome_YAP_CD44_M11		M-005355-02	4882	NPR2				yes	well											low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M12	200972985[5182]_kinome_YAP_CD44_M12		M-005329-02	3000	GUCY2D				yes	well			large nuclei				high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M13	200972985[5182]_kinome_YAP_CD44_M13		M-005356-02	29959	NRBP			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area							doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M14	200972985[5182]_kinome_YAP_CD44_M14		M-004515-02	2986	GUCY2F				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	M15	200972985[5182]_kinome_YAP_CD44_M15			10718	NRG3			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M16	200972985[5182]_kinome_YAP_CD44_M16		M-006734-02	2987	GUK1				yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M17	200972985[5182]_kinome_YAP_CD44_M17		M-007733-00	89882	NYD-SP25				yes	well	large cells					low nucleus/cell area				low local density				low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	M18	200972985[5182]_kinome_YAP_CD44_M18		M-005006-00	26353	HSPB8			"yes, Low YAP Ratio"	yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	M19	200972985[5182]_kinome_YAP_CD44_M19				P15RS				yes	well												doughnut nuclei	high total YAP/TAZ					
200972985[5182]_kinome_YAP_CD44	M2	200972985[5182]_kinome_YAP_CD44_M2			9535	GMFG				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	M20	200972985[5182]_kinome_YAP_CD44_M20		M-005330-03	115701	HAK				yes	well											low nuclear roundness			low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	M21	200972985[5182]_kinome_YAP_CD44_M21		M-005357-00	57147	PACE-1				yes	well	large cells						high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	M3	200972985[5182]_kinome_YAP_CD44_M3		M-006754-00	8382	NME5				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	M5	200972985[5182]_kinome_YAP_CD44_M5		M-006755-01	10201	NME6				yes	well	large cells						high Neighbor Fraction						high total YAP/TAZ					
200972985[5182]_kinome_YAP_CD44	M6	200972985[5182]_kinome_YAP_CD44_M6		M-005327-01	83903	GSG2			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness				high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	M8	200972985[5182]_kinome_YAP_CD44_M8		M-010924-00	2965	GTF2H1				yes	well							high Neighbor Fraction					doughnut nuclei		low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	M9	200972985[5182]_kinome_YAP_CD44_M9			4881	NPR1				yes	well							high Neighbor Fraction		high local density		low nuclear roundness							
200972985[5182]_kinome_YAP_CD44	N10	200972985[5182]_kinome_YAP_CD44_N10			9472	AKAP6				yes	well		small cells														low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	N11	200972985[5182]_kinome_YAP_CD44_N11		M-004678-01	1455	CSNK1G2				yes	well	large cells									low local density	low nuclear roundness	doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	N12	200972985[5182]_kinome_YAP_CD44_N12			9465	AKAP7				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	N13	200972985[5182]_kinome_YAP_CD44_N13		M-004679-03	1456	CSNK1G3				yes	well													high total YAP/TAZ					
200972985[5182]_kinome_YAP_CD44	N14	200972985[5182]_kinome_YAP_CD44_N14			10270	AKAP8			"yes, Low YAP Ratio"	yes	well	large cells						high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	N15	200972985[5182]_kinome_YAP_CD44_N15		M-007679-00	1460	CSNK2B				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	N16	200972985[5182]_kinome_YAP_CD44_N16		M-004929-02	130399	ACVR1C				yes	well							high Neighbor Fraction					doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	N17	200972985[5182]_kinome_YAP_CD44_N17			3627	CXCL10			"yes, High YAP Ratio"	yes	well	large cells					low nucleus/cell area	high Neighbor Fraction			low local density	low nuclear roundness		high total YAP/TAZ		high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	N18	200972985[5182]_kinome_YAP_CD44_N18		M-005307-01	269	AMHR2				yes	well								low Neighbor Fraction				doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	N19	200972985[5182]_kinome_YAP_CD44_N19		M-006710-00	1633	DCK				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density			doughnut nuclei		low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	N2	200972985[5182]_kinome_YAP_CD44_N2		M-008868-01	11214	AKAP13			"yes, Low YAP Ratio"	yes	well														low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	N20	200972985[5182]_kinome_YAP_CD44_N20			51378	ANGPT4				yes	well						low nucleus/cell area				low local density				low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	N21	200972985[5182]_kinome_YAP_CD44_N21		M-006711-03	1606	DGKA				yes	well	large cells					low nucleus/cell area												
200972985[5182]_kinome_YAP_CD44	N3	200972985[5182]_kinome_YAP_CD44_N3		M-003957-04	1452	CSNK1A1				yes	well	large cells		large nuclei				high Neighbor Fraction		high local density		low nuclear roundness		high total YAP/TAZ					
200972985[5182]_kinome_YAP_CD44	N4	200972985[5182]_kinome_YAP_CD44_N4			10566	AKAP3			"yes, Low YAP Ratio"	yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	N5	200972985[5182]_kinome_YAP_CD44_N5		M-003478-00	1453	CSNK1D				yes	well		small cells			high nucleus/cell area				high local density									
200972985[5182]_kinome_YAP_CD44	N6	200972985[5182]_kinome_YAP_CD44_N6			8852	AKAP4				yes	well											low nuclear roundness	doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	N7	200972985[5182]_kinome_YAP_CD44_N7		M-003479-01	1454	CSNK1E				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction							low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	N8	200972985[5182]_kinome_YAP_CD44_N8			9495	AKAP5				yes	well							high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	N9	200972985[5182]_kinome_YAP_CD44_N9		M-004666-02	53944	CSNK1G1			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area						low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O10	200972985[5182]_kinome_YAP_CD44_O10		M-007691-03	55561	HSMDPKIN				yes	well												doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O11	200972985[5182]_kinome_YAP_CD44_O11		M-006759-00	55229	PANK4			"yes, Low YAP Ratio+Low Level"	yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O12	200972985[5182]_kinome_YAP_CD44_O12			9270	ITGB1BP1				yes	well	large cells					low nucleus/cell area				low local density		doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	O13	200972985[5182]_kinome_YAP_CD44_O13		M-007736-01	9061	PAPSS1				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972985[5182]_kinome_YAP_CD44	O14	200972985[5182]_kinome_YAP_CD44_O14		M-006737-02	9807	IHPK1				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	O15	200972985[5182]_kinome_YAP_CD44_O15		M-006760-02	9060	PAPSS2				yes	well							high Neighbor Fraction					doughnut nuclei						
200972985[5182]_kinome_YAP_CD44	O17	200972985[5182]_kinome_YAP_CD44_O17		M-006796-01	5105	PCK1			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O18	200972985[5182]_kinome_YAP_CD44_O18		M-006739-01	117283	IHPK3			"yes, Low YAP Ratio"	yes	well								low Neighbor Fraction								low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O19	200972985[5182]_kinome_YAP_CD44_O19		M-006797-01	5106	PCK2				yes	well	large cells						high Neighbor Fraction						high total YAP/TAZ					
200972985[5182]_kinome_YAP_CD44	O2	200972985[5182]_kinome_YAP_CD44_O2		M-006820-01	3098	HK1				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O20	200972985[5182]_kinome_YAP_CD44_O20		M-009371-00	8518	IKBKAP			"yes, Low YAP Ratio"	yes	well				small nuclei												low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O21	200972985[5182]_kinome_YAP_CD44_O21		M-005019-00	5163	PDK1				yes	well							high Neighbor Fraction		high local density									
200972985[5182]_kinome_YAP_CD44	O4	200972985[5182]_kinome_YAP_CD44_O4		M-006735-01	3099	HK2				yes	well	large cells					low nucleus/cell area							high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972985[5182]_kinome_YAP_CD44	O5	200972985[5182]_kinome_YAP_CD44_O5				PAG				yes	well	large cells		large nuclei								low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	O7	200972985[5182]_kinome_YAP_CD44_O7		M-004057-02	53354	PANK1				yes	well							high Neighbor Fraction											
200972985[5182]_kinome_YAP_CD44	O8	200972985[5182]_kinome_YAP_CD44_O8		M-005007-00	27102	HRI				yes	well		small cells												low total YAP/TAZ				
200972985[5182]_kinome_YAP_CD44	O9	200972985[5182]_kinome_YAP_CD44_O9		M-006758-00	79646	PANK3			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972986[5183]_kinome_YAP_TAZ	B10	200972986[5183]_kinome_YAP_TAZ_B10		M-003154-04	4145	MATK				yes	well		small cells						low Neighbor Fraction					high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)	high YAP/TAZ ratio (rabbit Novus)	
