Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Term Source 2 REF	Term Source 2 Accession	Characteristics [Sex]	Term Source 3 REF	Term Source 3 Accession	Characteristics [Age]	Characteristics [Individual]	Characteristics [Organism Part]	Characteristics [Clinical Information]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Individual]	Experimental Condition [Treatment Timepoint]	Experimental Condition [Treatment]	Experimental Condition [Sampling Timepoint]	Experimental Condition [Treatment Timepoint]_Experimental Condition [Treatment]	Dataset Name	Comment [Raw Data Capture]	Comment [Field]	Image File	Channels	Comment [Image File Type]	Comment [Image File Path]	Protocol REF	Processed Data File
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	4	Pos 03_all Ch_TP 0-34_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 48/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 48	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 48	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	mouse 48	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48	part 1 of 1	5	Pos 04_all Ch_TP 0-34_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 48/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	1	7.54.10-3.140926_18-36-07.00.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 54/day 10-3/time lapse/140926_18-36-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	2	7.54.10-3.140926_18-36-07.01.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 54/day 10-3/time lapse/140926_18-36-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	3	7.54.10-3.140926_18-36-07.02.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 54/day 10-3/time lapse/140926_18-36-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	4	7.54.10-3.140926_18-36-07.03.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 54/day 10-3/time lapse/140926_18-36-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	5	7.54.10-3.140926_18-36-07.04.pattern	"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 54/day 10-3/time lapse/140926_18-36-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	1	Pos 00_all Ch_TP 0-37_registered_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 0-37/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	1	Pos 00_all Ch_TP 50-74_reg_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 50-74/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	2	Pos 01_all Ch_TP 0-37_registered_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 0-37/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	2	Pos 01_all Ch_TP 50-74_reg_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 50-74/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	3	Pos 02_all Ch_TP 0-37_registered_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 0-37/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	3	Pos 02_all Ch_TP 50-74_reg_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 50-74/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	4	Pos 03_all Ch_TP 0-37_registered_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 0-37/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	4	Pos 03_all Ch_TP 50-74_reg_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 50-74/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	5	Pos 04_all Ch_TP 0-37_registered_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 0-37/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 54	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 54	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	mouse 54	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54	part 1 of 1	5	Pos 04_all Ch_TP 50-74_reg_crop.tif	RGB	processed	/treatment start day 7/mouse 54/day 10-3/processed 4D stacks/TP 50-74/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	1	7.56.10-3.140926_14-52-18.00.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 56/day 10-3/time lapse/140926_14-52-18/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	2	7.56.10-3.140926_14-52-18.01.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 56/day 10-3/time lapse/140926_14-52-18/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	3	7.56.10-3.140926_14-52-18.02.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 56/day 10-3/time lapse/140926_14-52-18/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	4	7.56.10-3.140926_14-52-18.03.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 56/day 10-3/time lapse/140926_14-52-18/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	1	Pos 00_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 56/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	2	Pos 01_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 56/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	3	Pos 02_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 56/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 56	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 56	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	mouse 56	7 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	7 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse56	part 1 of 1	4	Pos 03_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 7/mouse 56/day 10-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
