ORF Identifier	Gene Identifier	Gene Symbol	Scored As Nuclear Foci At Initial Stage	Subcellular Localization Based On Secondary Screening	Scored Subcellular Localization By Secondary Screening	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8
188	55367	LRDD	no	no											
55811	55370	PPP4R1L	no	no											
141	55374	TMCO6	no	no											
3716	55374	TMCO6	no	no											
182	55379	LRRC59	no	no											
8578	55388	MCM10	no	no											
6496	55422	ZNF331	no	no											
12211	55423	SIRPG	no	no											
12993	55423	SIRPG	no	no											
55435	55425	KIAA1704	no	no											
6565	55435	AP1AR	no	no											
5332	55437	STRADB	no	no											
9594	55454	CSGALNACT2	no	no											
1895	55466	DNAJA4	no	no											
2176	55466	DNAJA4	no	no											
4838	55471	C2orf56	no	no											
8614	55471	C2orf56	no	no											
8138	55478	PRO2012	no	no											
4033	55486	PARL	no	no											
6984	55486	PARL	no	no											
8947	55500	ETNK1	no	no											
10978	55500	ETNK1	no	no											
4428	55501	CHST12	no	no											
9356	55503	TRPV6	no	no											
6974	55505	NOP10	no	no											
235	55506	H2AFY2	no	no											
13866	55507	GPRC5D	no	no											
56059	55507	GPRC5D	no	no											
11130	55508	SLC35E3	no	no											
54172	55509	BATF3	no	no											
11001	55510	DDX43	no	no											
53458	55512	SMPD3	no	no											
2933	55515	ACCN4	no	no											
14376	55515	ACCN4	no	no											
14518	55515	ACCN4	no	no											
6039	55520	ELAC1	no	no											
53374	55521	TRIM36	no	no											
54730	55521	TRIM36	no	no											
3249	55526	DHTKD1	no	no											
5193	55526	DHTKD1	no	no											
1765	55529	TMEM55A	no	no											
9546	55530	SVOP	no	no											
1663	55531	ELMOD1	no	no											
14751	55536	CDCA7L	no	no											
52684	55539	KCNQ1DN	no	no											
55251	55552	ZNF823	no	no											
10637	55553	SOX6	no	no											
13844	55554	KLK15	no	no											
13852	55554	KLK15	no	no											
54345	55554	KLK15	no	no											
347	55559	HAUS7	no	no											
7117	55565	ZNF821	no	no											
14137	55568	GALNT10	no	no											
6633	55572	FOXRED1	no	no											
3233	55577	NAGK	no	no											
5648	55577	NAGK	no	no											
1493	55578	FAM48A	no	no											
53694	55584	CHRNA9	no	no											
8594	55585	UBE2Q1	no	no											
14350	55586	MIOX	no	no											
55352	55586	MIOX	no	no											
56095	55592	GOLGA2B	no	no											
3040	55599	RNPC3	no	no											
12978	55600	ITLN1	no	no											
13110	55601	DDX60	no	no											
12982	55602	CDKN2AIP	no	no											
3260	55603	FAM46A	no	no											
5408	55603	FAM46A	no	no											
3340	55608	ANKRD10	no	no											
10289	55608	ANKRD10	no	no											
12973	55610	CCDC132	no	no											
4747	55611	OTUB1	no	no											
6420	55611	OTUB1	no	no											
641	55613	MTMR8	no	no											
8689	55614	KIF16B	no	no											
11674	55614	KIF16B	no	no											
14223	55615	PRR5	no	no											
10898	55616	ASAP3	no	no											
12713	55617	TASP1	no	no											
316	55619	DOCK10	no	no											
378	55621	TRMT1	no	no											
7433	55621	TRMT1	no	no											
14286	55622	TTC27	no	no											
3963	55623	THUMPD1	no	no											
7468	55624	POMGNT1	no	no											
1005	55625	ZDHHC7	no	no											
12607	55625	ZDHHC7	no	no											
10357	55626	AMBRA1	no	no											
3694	55629	PNRC2	no	no											
12150	55630	SLC39A4	no	no											
319	55631	LRRC40	no	no											
938	55632	G2E3	no	no											
52971	55633	TBC1D22B	no	no											
6444	55634	ZNF673	no	no											
12392	55635	DEPDC1	no	no											
7265	55638	SYBU	no	no											
7809	55640	FLVCR2	no	no											
9650	55644	OSGEP	no	no											
12671	55647	RAB20	no	no											
3098	55650	PIGV	no	no											
6978	55652	SLC48A1	no	no											
8889	55652	SLC48A1	no	no											
12380	55652	SLC48A1	no	no											
2148	55655	NLRP2	no	no											
6474	55658	RNF126	no	no											
7469	55658	RNF126	no	no											
59	55659	ZNF416	no	no											
2589	55660	PRPF40A	no	no											
7095	55661	DDX27	no	no											
53160	55661	DDX27	no	no											
54393	55661	DDX27	no	no											
4949	55662	HIF1AN	no	no											
6131	55663	ZNF446	no	no											
7338	55664	CDC37L1	no	no											
2934	55665	URGCP	no	no											
13363	55668	C14orf118	no	no											
10466	55669	MFN1	no	no											
238	55670	PEX26	no	no											
11508	55670	PEX26	no	no											
9583	55671	SMEK1	no	no											
10090	55671	SMEK1	no	no											
9348	55672	NBPF1	no	no											
10022	55676	SLC30A6	no	no											
8627	55677	IWS1	no	no											
56179	55677	IWS1	no	no											
9138	55679	LIMS2	no	no											
11211	55680	RUFY2	no	no											
14275	55683	KIAA1310	no	no											
4432	55684	C9orf86	no	no											
7856	55684	C9orf86	no	no											
10074	55686	MREG	no	no											
14990	55687	TRMU	no	no											
55418	55687	TRMU	no	no											
56400	55693	KDM4D	no	no											
4471	55695	NSUN5	no	no											
928	55696	RBM22	no	no											
5206	55697	VAC14	no	no											
56684	55697	VAC14	no	no											
8880	55698	RADIL	no	no											
54154	55698	RADIL	no	no											
336	55699	IARS2	no	no											
6716	55701	FLJ10357	no	no											
7803	55702	CCDC94	no	no											
492	55707	NECAP2	no	no											
4139	55709	KBTBD4	no	no											
13056	55711	FAR2	no	no											
1422	55713	ZNF334	no	no											
4240	55715	DOK4	no	no											
248	55716	LMBR1L	no	no											
5298	55716	LMBR1L	no	no											
8537	55716	LMBR1L	no	no											
3377	55718	POLR3E	no	no											
7837	55720	TSR1	no	no											
54258	55720	TSR1	no	no											
52680	55721	IQCC	no	no											
4	55722	CEP72	no	no											
3636	55722	CEP72	no	no											
2047	55723	ASF1B	no	no											
4579	55726	C12orf11	no	no											
6732	55726	C12orf11	no	no											
6466	55731	C17orf63	no	no											
53055	55732	C1orf112	no	no											
53921	55733	HHAT	no	no											
55443	55733	HHAT	no	no											
5877	55734	ZFP64	no	no											
6548	55734	ZFP64	no	no											
7315	55735	DNAJC11	no	no											
14704	55735	DNAJC11	no	no											
7965	55737	VPS35	no	no											
9568	55738	ARFGAP1	no	no											
14684	55738	ARFGAP1	no	no											
13563	55739	CARKD	no	no											
6641	55740	ENAH	no	no											
7431	55741	EDEM2	no	no											
6276	55742	PARVA	no	no											
7555	55742	PARVA	no	no											
11999	55744	C7orf44	no	no											
848	55745	MUDENG	no	no											
3889	55748	CNDP2	no	no											
53185	55749	CCAR1	no	no											
2543	55750	AGK	no	no											
9057	55750	AGK	no	no											
11641	55751	TMEM184C	no	no											
1182	55753	OGDHL	no	no											
351	55754	TMEM30A	no	no											
9673	55757	UGGT2	no	no											
14471	55757	UGGT2	no	no											
14497	55760	DHX32	no	no											
6900	55761	TTC17	no	no											
55279	55762	ZNF701	no	no											
5380	55764	IFT122	no	no											
52962	55765	C1orf106	no	no											
3335	55766	H2AFJ	no	no											
5221	55768	NGLY1	no	no											
11942	55769	ZNF83	no	no											
15000	55770	EXOC2	no	no											
2848	55771	PRR11	no	no											
480	55773	TBC1D23	no	no											
8583	55773	TBC1D23	no	no											
8948	55775	TDP1	no	no											
1381	55776	C6orf64	no	no											
6284	55777	MBD5	no	no											
8935	55778	ZNF839	no	no											
8298	55784	MCTP2	no	no											
56178	55784	MCTP2	no	no											
6400	55785	FGD6	no	no											
14041	55786	ZNF415	no	no											
9063	55788	LMBRD1	no	no											
7848	55789	DEPDC1B	no	no											
9051	55789	DEPDC1B	no	no											
10883	55790	CSGALNACT1	no	no											
333	55791	C1orf103	no	no											
9752	55793	FAM63A	no	no											
2824	55795	PCID2	no	no											
3000	55795	PCID2	no	no											
11331	55796	MBNL3	no	no											
53996	55800	SCN3B	no	no											
14585	55801	IL26	no	no											
14587	55801	IL26	no	no											
4735	55802	DCP1A	no	no											
9897	55803	ADAP2	no	no											
1209	55808	ST6GALNAC1	no	no											
54471	55810	FOXJ2	no	no											
54107	55811	ADCY10	no	no											
2833	55812	SPATA7	no	no											
8493	55813	UTP6	no	no											
2812	55816	DOK5	no	no											
1715	55818	KDM3A	no	no											
56152	55819	RNF130	no	no											
9126	55823	VPS11	no	no											
7475	55825	PECR	no	no											
4494	55829	SELS	no	no											
56568	55830	GLT8D1	no	no											
12656	55831	TMEM111	no	no											
55162	55835	CENPJ	no	no											
8447	55836	C6orf35	no	no											
2756	55837	EAPP	no	no											
9801	55841	WWC3	no	no											
13257	55843	ARHGAP15	no	no											
14140	55844	PPP2R2D	no	no											
12418	55845	C3orf10	no	no											
5841	55846	ITFG2	no	no											
5522	55847	CISD1	no	no											
2861	55848	C9orf46	no	no											
5454	55849	ALG13	no	no											
5763	55850	USE1	no	no											
5801	55850	USE1	no	no											
6484	55851	PSENEN	no	no											
9767	55852	TEX2	no	no											
12651	55854	ZC3H15	no	no											
14043	55855	FAM45B	no	no											
2769	55856	ACOT13	no	no											
53579	55857	PLK1S1	no	no											
55493	55857	PLK1S1	no	no											
4245	55858	TMEM165	no	no											
53146	55859	BEX1	no	no											
619	55860	ACTR10	no	no											
6071	55861	DBNDD2	no	no											
11513	55861	SYS1	no	no											
3796	55862	ECHDC1	no	no											
7207	55863	TMEM126B	no	no											
7520	55863	TMEM126B	no	no											
9837	55863	TMEM126B	no	no											
8474	55867	SLC22A11	no	no											
11517	55869	HDAC8	no	no											
5717	55871	CBWD1	no	no											
13253	55871	CBWD1	no	no											
54981	55871	CBWD1	no	no											
6493	55872	PBK	no	no											
8355	55876	GSDMB	no	no											
55845	55879	GABRQ	no	no											
247	55884	WSB2	no	no											
1184	55885	LMO3	no	no											
8592	55888	ZNF167	no	no											
735	55890	GPRC5C	no	no											
8901	55890	GPRC5C	no	no											
56641	55890	GPRC5C	no	no											
55757	55891	LENEP	no	no											
9641	55892	MYNN	no	no											
4823	55897	MESP1	no	no											
11189	55898	UNC45A	no	no											
14252	55901	THSD1	no	no											
6914	55902	ACSS2	no	no											
7288	55902	ACSS2	no	no											
12149	55904	MLL5	no	no											
568	55905	RNF114	no	no											
4320	55906	ZC4H2	no	no											
2400	55907	CMAS	no	no											
3645	55909	BIN3	no	no											
6626	55909	BIN3	no	no											
55704	55914	ERBB2IP	no	no											
14490	55915	LANCL2	no	no											
185	55916	NXT2	no	no											
53158	55916	NXT2	no	no											
56562	55916	NXT2	no	no											
290	55917	CTTNBP2NL	no	no											
8442	55924	C1orf183	no	no											
14316	55930	MYO5C	no	no											
13087	55937	APOM	no	no											
2864	55957	LIN37	no	no											
53766	55958	KLHL9	no	no											
8599	55959	SULF2	no	no											
56186	55959	SULF2	no	no											
56122	55964	SEPT3	no	no											
5685	55967	NDUFA12	no	no											
4181	55968	NSFL1C	no	no											
3793	55969	C20orf24	no	no											
3814	55969	C20orf24	no	no											
5802	55970	GNG12	no	no											
6171	55971	BAIAP2L1	no	no											
2553	55972	SLC25A40	no	no											
5727	55973	BCAP29	no	no											
89	55974	RAG1AP1	no	no											
5753	55974	RAG1AP1	no	no											
10318	55975	KLHL7	no	no											
15064	55975	KLHL7	no	no											
13843	55997	CFC1	no	no											
56796	55998	NXF5	no	no											
9232	56000	NXF3	no	no											
293	56001	NXF2	no	no											
6904	56005	C19orf10	no	no											
5434	56006	C19orf61	no	no											
9084	56033	BARX1	no	no											
3620	56052	ALG1	no	no											
4365	56063	C1orf91	no	no											
8790	56063	C1orf91	no	no											
10271	56063	C1orf91	no	no											
52709	56098	PCDHGC4	no	no											
55875	56104	PCDHGB1	no	no											
55118	56107	PCDHGA9	no	no											
53598	56110	PCDHGA5	no	no											
10199	56121	PCDHB15	no	no											
52678	56122	PCDHB14	no	no											
13515	56123	PCDHB13	no	no											
53831	56125	PCDHB11	no	no											
8112	56126	PCDHB10	no	no											
52705	56127	PCDHB9	no	no											
54727	56129	PCDHB7	no	no											
54729	56129	PCDHB7	no	no											
52704	56131	PCDHB4	no	no											
52683	56133	PCDHB2	no	no											
53527	56137	PCDHA12	no	no											
53577	56137	PCDHA12	no	no											
54826	56139	PCDHA10	no	no											
2019	56142	PCDHA6	no	no											
9877	56143	PCDHA5	no	no											
53856	56144	PCDHA4	no	no											
55876	56145	PCDHA3	no	no											
3440	56146	PCDHA2	no	no											
10394	56155	TEX14	no	no											
11118	56157	TEX13A	no	no											
2160	56158	TEX12	no	no											
2104	56159	TEX11	no	no											
53355	56163	RNF17	no	no											
10941	56164	STK31	no	no											
14850	56165	TDRD1	no	no											
14211	56169	GSDMC	no	no											
14464	56169	GSDMC	no	no											
5909	56181	FAM54B	no	no											
56623	56203	LMOD3	no	no											
56621	56242	ZNF253	no	no											
7880	56243	KIAA1217	no	no											
56566	56244	BTNL2	no	no											
14842	56246	MRAP	no	no											
14892	56253	CRTAM	no	no											
52855	56254	RNF20	no	no											
9882	56255	TMX4	no	no											
7180	56256	SERTAD4	no	no											
2458	56257	MEPCE	no	no											
10080	56259	CTNNBL1	no	no											
56600	56259	CTNNBL1	no	no											
7714	56260	C8orf44	no	no											
1525	56261	GPCPD1	no	no											
13671	56262	LRRC8A	no	no											
9949	56265	CPXM1	no	no											
1819	56267	CCBL2	no	no											
5144	56270	WDR45L	no	no											
12084	56287	GKN1	no	no											
6899	56288	PARD3	no	no											
52583	56300	IL1F9	no	no											
9898	56301	SLC7A10	no	no											
8510	56302	TRPV5	no	no											
9839	56311	ANKRD7	no	no											
13681	56339	METTL3	no	no											
1137	56341	PRMT8	no	no											
6637	56342	PPAN	no	no											
54347	56344	CABP5	no	no											
1942	56474	CTPS2	no	no											
4418	56475	RPRM	no	no											
13801	56477	CCL28	no	no											
1881	56478	EIF4ENIF1	no	no											
1948	56478	EIF4ENIF1	no	no											
54100	56479	KCNQ5	no	no											
706	56521	DNAJC12	no	no											
13950	56603	CYP26B1	no	no											
55831	56603	CYP26B1	no	no											
10340	56605	ERO1LB	no	no											
6200	56606	SLC2A9	no	no											
55586	56606	SLC2A9	no	no											
7038	56616	DIABLO	no	no											
52941	56624	ASAH2	no	no											
6441	56647	BCCIP	no	no											
2128	56648	EIF5A2	no	no											
6865	56649	TMPRSS4	no	no											
14696	56649	TMPRSS4	no	no											
646	56650	CLDND1	no	no											
9791	56652	C10orf2	no	no											
3926	56654	NPDC1	no	no											
13516	56655	POLE4	no	no											
53850	56656	OR2S2	no	no											
1957	56658	TRIM39	no	no											
4545	56658	TRIM39	no	no											
6639	56659	KCNK13	no	no											
52723	56666	PANX2	no	no											
13220	56670	SUCNR1	no	no											
13224	56672	C11orf17	no	no											
8240	56673	C11orf16	no	no											
11048	56674	TMEM9B	no	no											
11266	56674	TMEM9B	no	no											
5012	56675	NRIP3	no	no											
4040	56681	SAR1A	no	no											
3442	56683	C21orf59	no	no											
14058	56729	RETN	no	no											
55792	56833	SLAMF8	no	no											
5069	56848	SPHK2	no	no											
7526	56849	TCEAL7	no	no											
1782	56852	RAD18	no	no											
865	56882	CDC42SE1	no	no											
81	56888	KCMF1	no	no											
500	56889	TM9SF3	no	no											
1535	56890	MDM1	no	no											
9176	56890	MDM1	no	no											
13142	56891	LGALS14	no	no											
7422	56892	C8orf4	no	no											
8932	56893	UBQLN4	no	no											
321	56894	AGPAT3	no	no											
8877	56894	AGPAT3	no	no											
14222	56894	AGPAT3	no	no											
12629	56895	AGPAT4	no	no											
4394	56896	DPYSL5	no	no											
3853	56898	BDH2	no	no											
8665	56899	ANKS1B	no	no											
14439	56899	ANKS1B	no	no											
7057	56901	NDUFA4L2	no	no											
5259	56902	PNO1	no	no											
1939	56903	PAPOLB	no	no											
6148	56904	SH3GLB2	no	no											
2979	56905	C15orf39	no	no											
3728	56905	C15orf39	no	no											
8324	56906	THAP10	no	no											
7506	56907	SPIRE1	no	no											
56844	56907	SPIRE1	no	no											
4805	56910	STARD7	no	no											
5160	56910	STARD7	no	no											
2820	56911	C21orf7	no	no											
5833	56912	IFT46	no	no											
4997	56915	EXOSC5	no	no											
10760	56916	SMARCAD1	no	no											
56593	56918	C2orf83	no	no											
11352	56919	DHX33	no	no											
52673	56920	SEMA3G	no	no											
4722	56922	MCCC1	no	no											
523	56923	NMUR2	no	no											
14476	56923	NMUR2	no	no											
9832	56924	PAK6	no	no											
5467	56925	LXN	no	no											
5721	56925	LXN	no	no											
6655	56926	NCLN	no	no											
6888	56926	NCLN	no	no											
5195	56927	GPR108	no	no											
1495	56929	FEM1C	no	no											
