Compound Broad Identifier	Compound Broad Identifier Short	Compound Broad Identifier_Compound Group	Compound Name	Compound Source	PubChem InChIKey	ChEMBL Identifier	In Annotated Set	ChemBank Annotation	Entrez Annotation	GO Annotation	MeSH Annotation	Product Use Annotation	In Annotated and Active Set	Phenotype 1	Phenotype 2
BRD-K64698045-001-02-2	BRD-K64698045	BRD-K64698045-001-02-2_BBBC022	TRIALLATE	MicroSource Discovery Systems Inc.	MWBPRDONLNQCFV-UHFFFAOYSA-N	CHEMBL1884767	yes					UseClass:8146 (herbicide)			
BRD-K64994968-001-03-6	BRD-K64994968	BRD-K64994968-001-03-6_BBBC022	Progesterone	Prestwick Chemical Inc.	RJKFOVLPORLFTN-LEKSSAKUSA-N	CHEMBL103	yes					UseClass:8141 (hormonal agent)			
BRD-K65275554-001-02-1	BRD-K65275554	BRD-K65275554-001-02-1_BBBC022	N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE	MicroSource Discovery Systems Inc.	CBPJQFCAFFNICX-LJQANCHMSA-N	CHEMBL152028	yes				MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory)			
BRD-K65508953-001-05-5	BRD-K65508953	BRD-K65508953-001-05-5_BBBC022	Monocrotaline	Prestwick Chemical Inc.	QVCMHGGNRFRMAD-XFGHUUIASA-N	CHEMBL521035	yes				MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)			
BRD-K65667145-001-05-8	BRD-K65667145	BRD-K65667145-001-05-8_BBBC022	6-Furfurylaminopurine	Prestwick Chemical Inc.	QANMHLXAZMSUEX-UHFFFAOYSA-N	CHEMBL228792	yes					UseClass:8147 (auxin)			
BRD-K66404838-003-03-8	BRD-K66404838	BRD-K66404838-003-03-8_BBBC022	Nalbuphine hydrochloride	Prestwick Chemical Inc.	NETZHAKZCGBWSS-CEDHKZHLSA-N	CHEMBL895	yes				MeSH:D010146 (Pain)	UseClass:8081 (analgesic)			
BRD-K66416915-300-01-2	BRD-K66416915	BRD-K66416915-300-01-2_BBBC022	3-HYDROXYBENZYLHYDRAZINE DIHYDROCHLORIDE	MicroSource Discovery Systems Inc.	OFKWWALNMPEOSZ-UHFFFAOYSA-N	CHEMBL352205	yes		GeneID:1644 (inhibits DDC)						
BRD-K66808046-065-01-1	BRD-K66808046	BRD-K66808046-065-01-1_BBBC022	OXYQUINOLINE HEMISULFATE	MicroSource Discovery Systems Inc.	MCJGNVYPOGVAJF-UHFFFAOYSA-N	CHEMBL310555	yes					UseClass:8111 (antiseptic);UseClass:8112 (disinfectant)	yes	cellular response to chemical stimulus	
BRD-K66874953-001-02-7	BRD-K66874953	BRD-K66874953-001-02-7_BBBC022	pifithrin	Biomol International Inc.	OLTZHXYLLRJLST-UHFFFAOYSA-N	CHEMBL198759	yes			GO:0006915 (inhibits apoptosis);GO:0006350 (inhibits transcription)		UseClass:8114 (neuroprotective agent)			
BRD-K67102207-001-02-6	BRD-K67102207	BRD-K67102207-001-02-6_BBBC022	PHENYLBUTYRIC ACID	MicroSource Discovery Systems Inc.			yes			GO:0019213 (inhibits deacetylase activity)					
BRD-K67217586-001-02-3	BRD-K67217586	BRD-K67217586-001-02-3_BBBC022	FENTHION	MicroSource Discovery Systems Inc.	PNVJTZOFSHSLTO-UHFFFAOYSA-N	CHEMBL1604375	yes					UseClass:8107 (anti-parasitic);UseClass:8149 (insecticide)			
BRD-K67277431-002-03-0	BRD-K67277431	BRD-K67277431-002-03-0_BBBC022	Picotamide monohydrate	Prestwick Chemical Inc.	KYWCWBXGRWWINE-UHFFFAOYSA-N	CHEMBL1257015	yes		GeneID:6916 (inhibits TBXAS1)						
BRD-K67511046-003-03-7	BRD-K67511046	BRD-K67511046-003-03-7_BBBC022	Naloxone hydrochloride	Prestwick Chemical Inc.	UZHSEJADLWPNLE-GRGSLBFTSA-N	CHEMBL80	yes		GeneID:4988 (activates OPRM1)			UseClass:8155 (antidote)			
BRD-K67563174-001-05-1	BRD-K67563174	BRD-K67563174-001-05-1_BBBC022	Acemetacin	Prestwick Chemical Inc.	FSQKKOOTNAMONP-UHFFFAOYSA-N	CHEMBL189171	yes				MeSH:D007249 (Inflammation);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8071 (anti-inflammatory)			
BRD-K67601717-001-02-0	BRD-K67601717	BRD-K67601717-001-02-0_BBBC022	ALMOTRIPTAN	MicroSource Discovery Systems Inc.	WKEMJKQOLOHJLZ-UHFFFAOYSA-N	CHEMBL1505	yes		GeneID:3351 (activates HTR1B);GeneID:3352 (activates HTR1D)	GO:0007198 (activates inhibition of adenylate cyclase activity by serotonin receptor signaling pathway);GO:0042310 (activates vasoconstriction)	MeSH:D008881 (Migraine Disorders)	UseClass:8094 (vasoconstrictor)			
BRD-K67783091-001-05-5	BRD-K67783091	BRD-K67783091-001-05-5_BBBC022	HALOPERIDOL	Biomol International Inc.	LNEPOXFFQSENCJ-UHFFFAOYSA-N	CHEMBL54	yes	CBPROTID:1000337 (inhibits Potassium channel)	GeneID:1813 (inhibits DRD2);GeneID:2904 (inhibits GRIN2B)	GO:0004972 (inhibits N-methyl-D-aspartate selective glutamate receptor activity)	MeSH:D011618 (Psychotic Disorders)	UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8117 (tranquilizer)			
BRD-K67966701-335-03-5	BRD-K67966701	BRD-K67966701-335-03-5_BBBC022	Lisinopril	Prestwick Chemical Inc.	RLAWWYSOJDYHDC-BZSNNMDCSA-N	CHEMBL1237	yes		GeneID:1636 (inhibits ACE)		MeSH:D006973 (Hypertension)	UseClass:8091 (anti-hypertensive)			
BRD-K68143200-001-02-6	BRD-K68143200	BRD-K68143200-001-02-6_BBBC022	NSC-95397	Biomol International Inc.	MAASHDQFQDDECQ-UHFFFAOYSA-N	CHEMBL429095	yes		GeneID:993 (inhibits CDC25A);GeneID:994 (inhibits CDC25B);GeneID:995 (inhibits CDC25C)	GO:0008219 (activates cell death);GO:0071850 (activates mitotic cell cycle arrest);GO:0008283 (inhibits cell proliferation);GO:0000086 (inhibits G2/M transition of mitotic cell cycle)			yes	cellular response to chemical stimulus	decreased cell numbers
BRD-K68332390-001-02-5	BRD-K68332390	BRD-K68332390-001-02-5_BBBC022	PONALRESTAT	MicroSource Discovery Systems Inc.	LKBFFDOJUKLQNY-UHFFFAOYSA-N	CHEMBL7679	yes		GeneID:231 (inhibits AKR1B1)		MeSH:D009422 (Nervous System Diseases)				
BRD-K68336408-003-02-2	BRD-K68336408	BRD-K68336408-003-02-2_BBBC022	AG1478	Biomol International Inc.	GFNNBHLJANVSQV-UHFFFAOYSA-N	CHEMBL7917	yes		GeneID:1956 (inhibits EGFR)						
BRD-K68402494-001-04-7	BRD-K68402494	BRD-K68402494-001-04-7_BBBC022	ML9	Biomol International Inc.	OZSMSRIUUDGTEP-UHFFFAOYSA-N	CHEMBL429298	yes			GO:0004697 (inhibits protein kinase C activity)					
BRD-K68553471-003-04-0	BRD-K68553471	BRD-K68553471-003-04-0_BBBC022	Todralazine hydrochloride	Prestwick Chemical Inc.	WGZDBVOTUVNQFP-UHFFFAOYSA-N	CHEMBL1079787	yes				MeSH:D006973 (Hypertension)	UseClass:8091 (anti-hypertensive)			
BRD-K69195780-001-01-5	BRD-K69195780	BRD-K69195780-001-01-5_BBBC022	NAN-190	Biomol International Inc.	SJDOMIRMMUGQQK-UHFFFAOYSA-N	CHEMBL8618	yes		GeneID:3350 (inhibits HTR1A)						
BRD-K69585439-001-01-2	BRD-K69585439	BRD-K69585439-001-01-2_BBBC022	3-HYDROXYMETHYL-beta-CARBOLINE	Biomol International Inc.	CPBYHTDUBNSBQM-UHFFFAOYSA-N		yes					UseClass:8155 (antidote)			
BRD-K70281171-001-01-7	BRD-K70281171	BRD-K70281171-001-01-7_BBBC022	U-99194A	Biomol International Inc.	UOLJKAPABHXFRE-UHFFFAOYSA-N	CHEMBL16410	yes		GeneID:1814 (inhibits DRD3)						
BRD-K70778732-003-05-1	BRD-K70778732	BRD-K70778732-003-05-1_BBBC022	Trazodone hydrochloride	Prestwick Chemical Inc.	PHLBKPHSAVXXEF-UHFFFAOYSA-N	CHEMBL621	yes				MeSH:D003863 (Depression);MeSH:D006973 (Hypertension)	UseClass:8119 (anti-depressant);UseClass:8091 (anti-hypertensive)			
BRD-K71125014-001-07-3	BRD-K71125014	BRD-K71125014-001-07-3_BBBC022	Sulfadimethoxine	Prestwick Chemical Inc.	ZZORFUFYDOWNEF-UHFFFAOYSA-N	CHEMBL62193	yes				MeSH:D001424 (Bacterial Infections)				
BRD-K71133585-236-05-2	BRD-K71133585	BRD-K71133585-236-05-2_BBBC022	Sulfaquinoxaline sodium salt	Prestwick Chemical Inc.	NHZLNPMOSADWGC-UHFFFAOYSA-N		yes		GeneID:1728 (inhibits NQO1)		MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K71198913-001-02-3	BRD-K71198913	BRD-K71198913-001-02-3_BBBC022	2-ARACHIDONOYLGLYCEROL	Biomol International Inc.	RCRCTBLIHCHWDZ-DOFZRALJSA-N	CHEMBL122972	yes			GO:0004949 (activates cannabinoid receptor activity)					
BRD-K71671197-001-02-6	BRD-K71671197	BRD-K71671197-001-02-6_BBBC022	PHOSALONE	MicroSource Discovery Systems Inc.	IOUNQDKNJZEDEP-UHFFFAOYSA-N	CHEMBL1528531	yes					UseClass:8149 (insecticide)			
BRD-K71726959-001-05-9	BRD-K71726959	BRD-K71726959-001-05-9_BBBC022	N9-Isopropylolomoucine	Biomol International Inc.	WHDJEAZLMYPLGL-UHFFFAOYSA-N	CHEMBL86066	yes		GeneID:983 (inhibits CDK1)	GO:0004693 (inhibits cyclin-dependent protein kinase activity)					
BRD-K71799949-001-06-7	BRD-K71799949	BRD-K71799949-001-06-7_BBBC022	Carbamazepine	Prestwick Chemical Inc.	FFGPTBGBLSHEPO-UHFFFAOYSA-N	CHEMBL108	yes				MeSH:D012640 (Seizures)	UseClass:8121 (anti-convulsant)			
BRD-K72166146-066-02-1	BRD-K72166146	BRD-K72166146-066-02-1_BBBC022	DIHYDROERGOTAMINE MESYLATE	MicroSource Discovery Systems Inc.	LUZRJRNZXALNLM-JGRZULCMSA-N	CHEMBL1732	yes		GeneID:3352 (activates HTR1D);GeneID:3356 (inhibits HTR2A)		MeSH:D008881 (Migraine Disorders)	UseClass:8094 (vasoconstrictor)			
BRD-K72259270-003-05-8	BRD-K72259270	BRD-K72259270-003-05-8_BBBC022	Dyclonine hydrochloride	Prestwick Chemical Inc.	BZEWSEKUUPWQDQ-UHFFFAOYSA-N	CHEMBL1201217	yes				"MeSH:D001145 (Arrhythmias, Cardiac)"	UseClass:8082 (anesthetic);UseClass:8090 (anti-arrhythmic)			
BRD-K72903603-001-04-6	BRD-K72903603	BRD-K72903603-001-04-6_BBBC022	"Zidovudine, AZT"	Prestwick Chemical Inc.	HBOMLICNUCNMMY-XLPZGREQSA-N	CHEMBL129	yes				MeSH:D012192 (Retroviridae Infections)	UseClass:8106 (anti-viral)			
BRD-K73107279-003-03-4	BRD-K73107279	BRD-K73107279-003-03-4_BBBC022	LEVAMISOLE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	HLFSDGLLUJUHTE-SNVBAGLBSA-N	CHEMBL1454	yes				MeSH:D006373 (Helminthiasis);MeSH:D009349 (Nematode Infections)	UseClass:8109 (anti-helminthic);UseClass:8073 (immunomodulator)	yes	cellular response to chemical stimulus	
BRD-K73109821-001-05-2	BRD-K73109821	BRD-K73109821-001-05-2_BBBC022	DIAZOXIDE	Biomol International Inc.	GDLBFKVLRPITMI-UHFFFAOYSA-N	CHEMBL181	yes			GO:0005267 (activates potassium channel activity)	MeSH:D006973 (Hypertension)	UseClass:8092 (vasodilator)			
BRD-K73303757-001-02-6	BRD-K73303757	BRD-K73303757-001-02-6_BBBC022	BIOCHANIN A	MicroSource Discovery Systems Inc.	WUADCCWRTIWANL-UHFFFAOYSA-N	CHEMBL131921	yes					UseClass:8141 (hormonal agent)			
BRD-K73589401-001-04-6	BRD-K73589401	BRD-K73589401-001-04-6_BBBC022	Corticosterone	Prestwick Chemical Inc.	OMFXVFTZEKFJBZ-HJTSIMOOSA-N	CHEMBL110739	yes			GO:0006915 (activates apoptosis)					
BRD-K73642618-001-05-9	BRD-K73642618	BRD-K73642618-001-05-9_BBBC022	Bromopride	Prestwick Chemical Inc.	GIYAQDDTCWHPPL-UHFFFAOYSA-N	CHEMBL399510	yes		GeneID:1813 (inhibits DRD2)		MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic);UseClass:8116 (sedative)			
BRD-K73789395-001-04-0	BRD-K73789395	BRD-K73789395-001-04-0_BBBC022	ZM336372	Biomol International Inc.	PYEFPDQFAZNXLI-UHFFFAOYSA-N	CHEMBL186526	yes		GeneID:5600 (inhibits MAPK11)						
BRD-K75089421-001-02-5	BRD-K75089421	BRD-K75089421-001-02-5_BBBC022	PROCAINAMIDE	Biomol International Inc.	REQCZEXYDRLIBE-UHFFFAOYSA-N	CHEMBL640	yes		GeneID:1786 (inhibits DNMT1)	GO:0006306 (inhibits DNA methylation);GO:0006909 (inhibits phagocytosis)	"MeSH:D001145 (Arrhythmias, Cardiac);MeSH:D018879 (Ventricular Premature Complexes)"	UseClass:8090 (anti-arrhythmic)			
BRD-K75089421-003-05-4	BRD-K75089421	BRD-K75089421-003-05-4_BBBC022	Procainamide hydrochloride	Prestwick Chemical Inc.	REQCZEXYDRLIBE-UHFFFAOYSA-N	CHEMBL640	yes		GeneID:1786 (inhibits DNMT1)	GO:0006306 (inhibits DNA methylation);GO:0006909 (inhibits phagocytosis)	"MeSH:D001145 (Arrhythmias, Cardiac);MeSH:D018879 (Ventricular Premature Complexes)"	UseClass:8090 (anti-arrhythmic)			
BRD-K75181824-001-02-3	BRD-K75181824	BRD-K75181824-001-02-3_BBBC022	AGGC	Biomol International Inc.	PKFBJSDMCRJYDC-GEZSXCAASA-N		yes			GO:0030041 (inhibits actin filament polymerization);GO:0018350 (inhibits protein esterification)					
BRD-K75466013-001-05-2	BRD-K75466013	BRD-K75466013-001-05-2_BBBC022	Benzocaine	Prestwick Chemical Inc.	BLFLLBZGZJTVJG-UHFFFAOYSA-N	CHEMBL278172	yes					UseClass:8082 (anesthetic)			
BRD-K75641298-001-01-5	BRD-K75641298	BRD-K75641298-001-01-5_BBBC022	METOCLOPRAMIDE	Biomol International Inc.	TTWJBBZEZQICBI-UHFFFAOYSA-N	CHEMBL86	yes		GeneID:1813 (inhibits DRD2)		MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic)	yes	cellular response to chemical stimulus	
BRD-K75641298-003-05-2	BRD-K75641298	BRD-K75641298-003-05-2_BBBC022	Metoclopramide monohydrochloride	Prestwick Chemical Inc.	TTWJBBZEZQICBI-UHFFFAOYSA-N	CHEMBL86	yes		GeneID:1813 (inhibits DRD2)		MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic)	yes	cellular response to chemical stimulus	
BRD-K76022557-001-01-3	BRD-K76022557	BRD-K76022557-001-01-3_BBBC022	R(-)-APOMORPHINE	Biomol International Inc.	VMWNQDUVQKEIOC-CYBMUJFWSA-N	CHEMBL53	yes		GeneID:1813 (activates DRD2)		MeSH:D010300 (Parkinson Disease)	UseClass:8128 (emetic)	yes	cellular response to chemical stimulus	
BRD-K76064317-001-04-0	BRD-K76064317	BRD-K76064317-001-04-0_BBBC022	AG-1296	Biomol International Inc.	QNOXYUNHIGOWNY-UHFFFAOYSA-N	CHEMBL71191	yes		GeneID:5159 (inhibits PDGFRB)						
BRD-K76205745-001-02-5	BRD-K76205745	BRD-K76205745-001-02-5_BBBC022	LOSARTAN	MicroSource Discovery Systems Inc.	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CHEMBL191	yes		GeneID:185 (affects AGTR1)						
BRD-K76274772-001-02-7	BRD-K76274772	BRD-K76274772-001-02-7_BBBC022	"MAPP, D-erythro"	Biomol International Inc.	YLAZEWZHIRBZDA-NFBKMPQASA-N	CHEMBL429926	yes		GeneID:427 (inhibits ASAH1);GeneID:54447 (inhibits Asah2);GeneID:56624 (inhibits ASAH2);GeneID:427 (ASAH1)	GO:0006915 (activates apoptosis);GO:0006887 (activates exocytosis);GO:0008283 (inhibits cell proliferation);GO:0017040 (inhibits ceramidase activity);GO:0046514 (inhibits ceramide catabolic process);GO:0045023 (inhibits G0 to G1 transition);GO:0006665 (inhibits sphingolipid metabolic process)					
BRD-K76293260-001-02-6	BRD-K76293260	BRD-K76293260-001-02-6_BBBC022	N-LINOLEOYLGLYCINE	Biomol International Inc.	YCRHZEHWEYAHCO-HZJYTTRNSA-N	CHEMBL225745	yes				MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory)			
BRD-K76723084-001-05-9	BRD-K76723084	BRD-K76723084-001-05-9_BBBC022	13-CIS RETINOIC ACID	Biomol International Inc.	SHGAZHPCJJPHSC-XFYACQKRSA-N	CHEMBL547	yes			GO:0003708 (activates retinoic acid receptor activity)	MeSH:D000152 (Acne Vulgaris);MeSH:D012871 (Skin Diseases)				
BRD-K76805682-001-02-7	BRD-K76805682	BRD-K76805682-001-02-7_BBBC022	SB-415286	Biomol International Inc.	PQCXVIPXISBFPN-UHFFFAOYSA-N	CHEMBL322970	yes		GeneID:2931 (inhibits GSK3A)	GO:0006915 (activates apoptosis)					
BRD-K76810206-001-05-7	BRD-K76810206	BRD-K76810206-001-05-7_BBBC022	Nicergoline	Prestwick Chemical Inc.	YSEXMKHXIOCEJA-FVFQAYNVSA-N	CHEMBL1372950	yes					UseClass:8102 (anti-coagulant);UseClass:8092 (vasodilator)			
BRD-K76812510-236-05-6	BRD-K76812510	BRD-K76812510-236-05-6_BBBC022	Dipyrone	Prestwick Chemical Inc.	LVWZTYCIRDMTEY-UHFFFAOYSA-N	CHEMBL461522	yes				MeSH:D005334 (Fever);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8075 (anti-pyretic)			
BRD-K76845197-001-01-3	BRD-K76845197	BRD-K76845197-001-01-3_BBBC022	SULFANITRAN	MicroSource Discovery Systems Inc.	GWBPFRGXNGPPMF-UHFFFAOYSA-N	CHEMBL493636	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K77435797-001-02-4	BRD-K77435797	BRD-K77435797-001-02-4_BBBC022	"1R,9S-HYDRASTINE"	MicroSource Discovery Systems Inc.	JZUTXVTYJDCMDU-RTBURBONSA-N	CHEMBL475536	yes				MeSH:D001424 (Bacterial Infections);MeSH:D006973 (Hypertension);MeSH:D014592 (Uterine Hemorrhage)	UseClass:8104 (anti-bacterial);UseClass:8101 (anti-hemorrhagic);UseClass:8091 (anti-hypertensive);UseClass:8116 (sedative)			
BRD-K77474816-003-05-9	BRD-K77474816	BRD-K77474816-003-05-9_BBBC022	Rauwolscine hydrochloride	Prestwick Chemical Inc.	BLGXFZZNTVWLAY-DIRVCLHFSA-N	CHEMBL10347	yes		GeneID:3350 (activates HTR1A);GeneID:150 (inhibits ADRA2A);GeneID:151 (inhibits ADRA2B);GeneID:152 (inhibits ADRA2C);GeneID:29581 (inhibits Htr2b)	GO:0042310 (activates vasoconstriction);GO:0007192 (affects activation of adenylate cyclase activity by serotonin receptor signaling pathway);GO:0004938 (inhibits alpha2-adrenergic receptor activity)					
BRD-K77641333-003-05-7	BRD-K77641333	BRD-K77641333-003-05-7_BBBC022	Naphazoline hydrochloride	Prestwick Chemical Inc.	CNIIGCLFLJGOGP-UHFFFAOYSA-N	CHEMBL761	yes			GO:0004936 (activates alpha-adrenergic receptor activity)		UseClass:8084 (decongestant);UseClass:8094 (vasoconstrictor)			
BRD-K77685744-001-03-6	BRD-K77685744	BRD-K77685744-001-03-6_BBBC022	Acacetin	Prestwick Chemical Inc.	DANYIYRPLHHOCZ-UHFFFAOYSA-N	CHEMBL243664	yes				MeSH:D007249 (Inflammation);MeSH:D013035 (Spasm)	UseClass:8071 (anti-inflammatory);UseClass:8089 (cardiovascular agent);UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K77695569-001-05-2	BRD-K77695569	BRD-K77695569-001-05-2_BBBC022	Tiabendazole	Prestwick Chemical Inc.	WJCNZQLZVWNLKY-UHFFFAOYSA-N	CHEMBL625	yes					UseClass:8105 (anti-fungal);UseClass:8109 (anti-helminthic);UseClass:8065 (anti-proliferative);UseClass:8108 (anti-protozoal)			
BRD-K77925998-001-01-3	BRD-K77925998	BRD-K77925998-001-01-3_BBBC022	QUIPAZINE	Biomol International Inc.	XRXDAJYKGWNHTQ-UHFFFAOYSA-N	CHEMBL18772	yes		GeneID:3356 (activates HTR2A)		MeSH:D003863 (Depression);MeSH:D010300 (Parkinson Disease)	UseClass:8119 (anti-depressant)			
BRD-K77925998-050-02-8	BRD-K77925998	BRD-K77925998-050-02-8_BBBC022	QUIPAZINE MALEATE	MicroSource Discovery Systems Inc.	XRXDAJYKGWNHTQ-UHFFFAOYSA-N	CHEMBL18772	yes		GeneID:3356 (activates HTR2A)		MeSH:D003863 (Depression);MeSH:D010300 (Parkinson Disease)	UseClass:8119 (anti-depressant)			
BRD-K77925998-332-03-8	BRD-K77925998	BRD-K77925998-332-03-8_BBBC022	Quipazine dimaleate salt	Prestwick Chemical Inc.	XRXDAJYKGWNHTQ-UHFFFAOYSA-N	CHEMBL18772	yes		GeneID:3356 (activates HTR2A)		MeSH:D003863 (Depression);MeSH:D010300 (Parkinson Disease)	UseClass:8119 (anti-depressant)			
BRD-K78010432-001-05-8	BRD-K78010432	BRD-K78010432-001-05-8_BBBC022	Furosemide	Prestwick Chemical Inc.	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	CHEMBL35	yes				MeSH:D001201 (Ascites);MeSH:D005355 (Fibrosis);MeSH:D006501 (Hepatic Encephalopathy);MeSH:D006929 (Hyperaldosteronism);MeSH:D006973 (Hypertension);MeSH:D007008 (Hypokalemia)	UseClass:8091 (anti-hypertensive);UseClass:8153 (diuretic)			
BRD-K78113049-001-05-5	BRD-K78113049	BRD-K78113049-001-05-5_BBBC022	Enoxacin	Prestwick Chemical Inc.	IDYZIJYBMGIQMJ-UHFFFAOYSA-N	CHEMBL826	yes	CBPROTID:1000514 (inhibits DNA topoisomerase II)			MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K78280988-001-02-2	BRD-K78280988	BRD-K78280988-001-02-2_BBBC022	"ANANDAMIDE (20:3,n-6)"	Biomol International Inc.	ULQWKETUACYZLI-QNEBEIHSSA-N	CHEMBL121229	yes			GO:0004949 (binds cannabinoid receptor activity)					
BRD-K78692225-001-03-9	BRD-K78692225	BRD-K78692225-001-03-9_BBBC022	Leflunomide	Prestwick Chemical Inc.	VHOGYURTWQBHIL-UHFFFAOYSA-N	CHEMBL960	yes		GeneID:5159 (inhibits PDGFRB)		MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)			
BRD-K78815826-001-05-4	BRD-K78815826	BRD-K78815826-001-05-4_BBBC022	Suxibuzone	Prestwick Chemical Inc.	ONWXNHPOAGOMTG-UHFFFAOYSA-N	CHEMBL1414320	yes				MeSH:D005334 (Fever);MeSH:D007249 (Inflammation);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8071 (anti-inflammatory);UseClass:8075 (anti-pyretic)			
BRD-K79437791-001-02-4	BRD-K79437791	BRD-K79437791-001-02-4_BBBC022	acetyl (N)-s-farnesyl-l-cysteine	Biomol International Inc.	XTURYZYJYQRJDO-BNAHBJSTSA-N	CHEMBL1555989	yes			GO:0008168 (inhibits methyltransferase activity)					
BRD-K79501723-001-02-0	BRD-K79501723	BRD-K79501723-001-02-0_BBBC022	CYCLIZINE	MicroSource Discovery Systems Inc.	UVKZSORBKUEBAZ-UHFFFAOYSA-N	CHEMBL648	yes		GeneID:3269 (inhibits HRH1)	GO:0019233 (inhibits sensory perception of pain)	MeSH:D009041 (Motion Sickness);MeSH:D020250 (Postoperative Nausea and Vomiting)	UseClass:8081 (analgesic);UseClass:8072 (anti-histamine)	yes	cellular response to chemical stimulus	
BRD-K79501723-003-03-4	BRD-K79501723	BRD-K79501723-003-03-4_BBBC022	Cyclizine hydrochloride	Prestwick Chemical Inc.	UVKZSORBKUEBAZ-UHFFFAOYSA-N	CHEMBL648	yes		GeneID:3269 (inhibits HRH1)	GO:0019233 (inhibits sensory perception of pain)	MeSH:D009041 (Motion Sickness);MeSH:D020250 (Postoperative Nausea and Vomiting)	UseClass:8081 (analgesic);UseClass:8072 (anti-histamine)	yes	cellular response to chemical stimulus	
BRD-K79711234-001-06-8	BRD-K79711234	BRD-K79711234-001-06-8_BBBC022	Thiamphenicol	Prestwick Chemical Inc.	OTVAEFIXJLOWRX-NXEZZACHSA-N	CHEMBL1236282	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K79759585-001-02-1	BRD-K79759585	BRD-K79759585-001-02-1_BBBC022	SILDENAFIL	MicroSource Discovery Systems Inc.	BNRNXUUZRGQAQC-UHFFFAOYSA-N	CHEMBL192	yes		GeneID:5138 (inhibits PDE2A);GeneID:8654 (inhibits PDE5A)		MeSH:D007172 (Erectile Dysfunction)				
BRD-K80353807-001-06-3	BRD-K80353807	BRD-K80353807-001-06-3_BBBC022	Khellin	Prestwick Chemical Inc.	HSMPDPBYAYSOBC-UHFFFAOYSA-N	CHEMBL44746	yes				MeSH:D013035 (Spasm)	UseClass:8100 (cardiac stimulant);UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K80738081-001-06-2	BRD-K80738081	BRD-K80738081-001-06-2_BBBC022	resveratrol	Biomol International Inc.	LUKBXSAWLPMMSZ-OWOJBTEDSA-N	CHEMBL165	yes		GeneID:1457 (inhibits CSNK2A1);GeneID:6240 (inhibits RRM1)	GO:0004666 (inhibits prostaglandin-endoperoxide synthase activity)			yes	cellular response to chemical stimulus	
BRD-K80863915-001-02-9	BRD-K80863915	BRD-K80863915-001-02-9_BBBC022	N-PHENYLANTHRANILIC	Biomol International Inc.	ZWJINEZUASEZBH-UHFFFAOYSA-N	CHEMBL23832	yes			GO:0005254 (inhibits chloride channel activity)					
BRD-K81130846-001-02-6	BRD-K81130846	BRD-K81130846-001-02-6_BBBC022	SALICYLAMIDE	MicroSource Discovery Systems Inc.	SKZKKFZAGNVIMN-UHFFFAOYSA-N	CHEMBL27577	yes				MeSH:D001168 (Arthritis);MeSH:D010146 (Pain)	UseClass:8081 (analgesic)			
BRD-K81326768-001-02-4	BRD-K81326768	BRD-K81326768-001-02-4_BBBC022	ZOMEPIRAC SODIUM	MicroSource Discovery Systems Inc.	ZXVNMYWKKDOREA-UHFFFAOYSA-N	CHEMBL19490	yes				MeSH:D007249 (Inflammation);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8071 (anti-inflammatory)			
BRD-K81326768-236-03-4	BRD-K81326768	BRD-K81326768-236-03-4_BBBC022	Zomepirac sodium salt	Prestwick Chemical Inc.	ZXVNMYWKKDOREA-UHFFFAOYSA-N	CHEMBL19490	yes				MeSH:D007249 (Inflammation);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8071 (anti-inflammatory)			
BRD-K81473089-003-04-8	BRD-K81473089	BRD-K81473089-003-04-8_BBBC022	Tacrine hydrochloride hydrate	Prestwick Chemical Inc.	YLJREFDVOIBQDA-UHFFFAOYSA-N	CHEMBL95	yes			GO:0005262 (inhibits calcium channel activity);GO:0005267 (inhibits potassium channel activity)			yes	cellular response to chemical stimulus	
