siRNA Primer	Gene Identifier	Gene Symbol	siRNA Hit	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26
DRSC06900	FBgn0034237	eIF3-S9	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																microtubule clumps	CMPO_0000286	aggregated microtubules phenotype																														
DRSC05669	FBgn0034253	CG10936	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC06905	FBgn0034258	eIF3-S8	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																microtubule clumps	CMPO_0000286	aggregated microtubules phenotype																														
DRSC06426	FBgn0034503	MED8	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC06044	FBgn0034537	DMAP1	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																																																										increased number of multinucleate cells	CMPO_0000300	more multinucleate cells															
DRSC04544	FBgn0034576	CG9350	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																			microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype										increased number of multinucleate cells	CMPO_0000300	more multinucleate cells															
DRSC04080	FBgn0034577	cpa	yes																															Increased level of actin	CMPO_0000105	increased number of actin filament																																											multiple layers of cells	CMPO_0000282	layered cells in population
DRSC03850	FBgn0034603	Glycogenin	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC04061	FBgn0034643	CG10321	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC04469	FBgn0034660	lox2	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC04191	FBgn0034853	CG13550	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament													increased nuclear actin	CMPO_0000294	increased actin localised to the nucleus																									decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC04422	FBgn0034948	CG3825	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																microtubule clumps	CMPO_0000286	aggregated microtubules phenotype																														
DRSC04344	FBgn0034968	RpL12	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC04096	FBgn0034975	enok	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype				cell shape variable	CMPO_0000270	increased variability of cell shape in population							disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton										decreased level of actin	CMPO_0000106	decreased number of actin filament																			microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype	microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype																			loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC04360	FBgn0034987	CG3363	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC04010	FBgn0034990	CG11406	yes																																																																			no cells	CMPO_0000301	no cells phenotype									
DRSC04225	FBgn0035011	CG13589	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																									decreased level of actin	CMPO_0000106	decreased number of actin filament																																																
DRSC08577	FBgn0035136	CG6905	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament													increased nuclear actin	CMPO_0000294	increased actin localised to the nucleus																									decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08687	FBgn0035136	CG6905	yes																																																																														
DRSC08370	FBgn0035162	CG13900	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament													increased nuclear actin	CMPO_0000294	increased actin localised to the nucleus																									decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08154	FBgn0035294	Mfap1	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08293	FBgn0035422	RpL28	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08194	FBgn0035437	CG11526	yes																									Asymmetric lamellae	CMPO_0000266	asymmetric lamellipodia phenotype										decreased peripheral actin	CMPO_0000273	decreased cortical actin cytoskeleton mass																																							
DRSC08284	FBgn0035513	Cpr64Ad	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC08181	FBgn0035552	CG11350	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																																								decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
DRSC09772	FBgn0035586	CG10671	yes	decreased cell size	CMPO_0000129	decreased cell size phenoptype																									decreased level of actin	CMPO_0000106	decreased number of actin filament																						microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype																								
DRSC09746	FBgn0035627	Sse	yes							cell shape variable	CMPO_0000270	increased variability of cell shape in population																			decreased level of actin	CMPO_0000106	decreased number of actin filament																			microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype																			decreased cell number	CMPO_0000052	decreased cell numbers	loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
