Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Regulatory Hub	Nearest Human Homologue	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect in Primary Screen	Severity of Adhesion Defect in Secondary Screen	Severity of Adhesion Defect in Secondary Screen (average of both repeats)	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Secondary_004b	F3	Secondary_004b_F3	CG8177	CG8177	N/A	SLC4A3	CG8177	Current	BcDNA:RE59468 DAE anon-EST:Posey259	1.67	1.33	1.17			
Secondary_004b	F4	Secondary_004b_F4	CG8104	nudE	N/A	NDEL1	nudE	Current	CG8104 NudE DnudE	2.33	1.33	1.17			
Secondary_004b	F5	Secondary_004b_F5	CG8156	Arf51F	Trafficking pathways	Arf6	ADP ribosylation factor at 51F	Current	ADP ribosylation factor 51F ADP ribosylation factor III ARFIII Arf6 ARF6 dArf6 EP(2)2612 ARF3 arf6 arf51F AFR51F Dm Arf51F P40946 dARFIII Arf51f d-Arf6 CG8156 LD12493	2	2.33	2	yes	gene	defective cell-cell aggregation
Secondary_004b	F6	Secondary_004b_F6	CG8178	Nach	N/A	ASIC1	Nach	Current	pickpocket 4 ppk4 CG8178 PPK4	1.67	1	1			
Secondary_004b	F7	Secondary_004b_F7	CG8120	HP1e	N/A	CBX3	Heterochromatin Protein 1e	Current	HP1e HP1E CG8120	2	1	1			
Secondary_004b	F8	Secondary_004b_F8	CG8189	ATPsyn-b	Dropped	ATP5F1	"ATP synthase, subunit b"	Current	Fo-ATP synthase subunit b ATP synthase B chain  mt precursor ATP synthase  b F0/F1 ATP synthase B ATP synthase B chain CG8189	3	2.33	1.83			
Secondary_004b	F9	Secondary_004b_F9	CG8196	Ance-4	N/A	ACE	Ance-4	Current	CG8196	2	1	1			
Secondary_004b	G1	Secondary_004b_G1	CG8309	Tango7	N/A	EIF3M	Transport and Golgi organization 7	Current	Tng7 CG8309 Tango 7 TANGO7 tango7 anon-EST:Posey67 eIF3M anon-EST:Posey76	2	1	1			
Secondary_004b	G10	Secondary_004b_G10	CG8385	Arf79F	Trafficking pathways	Arf1	ADP ribosylation factor at 79F	Current	ADP-ribosylation factor 1 ADP ribosylation factor at 79F ADP ribosylation factor 79F Dm Arf79F CG8385 dARF79F Arf Arf1 dARFI ARF1_DROME ARF-1 dArf1 P61209 Darf1 Arf79f d-Arf1 ARF1	2.67	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	G11	Secondary_004b_G11	CG8460	CG8460	N/A	CHID1	CG8460	Current		2	1	1.17			
Secondary_004b	G12	Secondary_004b_G12	CG8507	CG8507	Other pathways	LRPAP1	CG8507	Current		1.67	2.67	2.83	yes	gene	defective cell-cell aggregation
Secondary_004b	G2	Secondary_004b_G2	CG8346	E(spl)m3-HLH	Nuclear-associated pathways	HES1-6	"Enhancer of split m3, helix-loop-helix"	Current	split locus enhancer protein m3 Enhancer of split m3 E(spl) region transcript m3 E(spl)M3 bHLHc14 E(Spl)-HLH-m3 E(spl)C m3 HLHm3 E(spl)m3 HLHM3 m3 HLH-m3 E(spl)C CG8346 E(spl)-m3	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	G3	Secondary_004b_G3	CG8231	Tcp-1zeta	Quality control pathways	Tcp1-zeta	T-cp1zeta	Current	T-cp1zeta Reduction in Cnn Dots 3 lethal (1) G0022 Lethal (1) G0022 l(1)G0022 TCP-1-zeta Tcp-1zeta l(1)G0057 Tcp-1-zeta Rcd3 CCT6 l(1)G0027 CG8231 L(1)g0022 Q9VXQ5_DROME TCP-1zeta	2	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	G4	Secondary_004b_G4	CG8351	Tcp-1eta	Quality control pathways	Tcp1-eta	Tcp-1eta	Current	CG8351 Tcp-1-eta1 Tcp-1eta CG8351 Cct7 Q9VHL2_DROME	2	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	G5	Secondary_004b_G5	CG8233	Rcd1	N/A	KANSL3	Reduction in Cnn dots 1	Current	non-specific lethal 3 CG8233 Reduction in Cnn Dots 1 CG8233 cg8233 NSL3 Rcd1 Nsl3	1.67	1	1.17			
Secondary_004b	G6	Secondary_004b_G6	CG8439	Cct5	Quality control pathways	T-complex Chaperonin 5	T-complex Chaperonin 5	Current	BcDNA.GM12270 BcDNA:GM12270 TCP-1epsilon Tcp1-epsilon l(2)06444 CCT5 CG8439	2.67	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	G7	Secondary_004b_G7	CG8454	Vps16A	Trafficking pathways	VPS16	Vacuolar protein sorting 16A	Current	Vps16 Vps16A CG8454 Vps16 dVps16A DmVps16 vps16A	2	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	G8	Secondary_004b_G8	CG8422	Dh44-R1	N/A	CRHR2	Diuretic hormone 44 receptor 1	Current	CG8422 CRF-like diuretic hormone receptor 1 DH44-receptor DH44 Receptor DH[[44]] receptor CG8422 anon-WO0170980.100 DH[[44]]-R1 anon-WO0170980.101 DmeCG8422 DH44-R1 DH-R	1.67	1	1			
Secondary_004b	G9	Secondary_004b_G9	CG8360	CG8360	N/A	CDA	CG8360	Current	BcDNA:LP03131	2	1	1			
Secondary_004b	H1	Secondary_004b_H1	CG8519	CG8519	N/A	RERG	CG8519	Current		1.67	1	1			
Secondary_004b	H10	Secondary_004b_H10	CG8809	Camta	N/A	CAMTA1	Calmodulin-binding transcription activator	Current	CG13952 CG42332 Calmodulin-binding transcription factor CG13953 calmodulin-binding transcription activator CG13952 CG42332 camta CG13953 dCAMTA DmCAMTA CG8809	2	1	1			
Secondary_004b	H11	Secondary_004b_H11	CG31628	ade3	N/A	GART	adenosine 3	Current	Complementation group D D 143062_at ADE8 CG8761 Gart/ade3 CG31628 Ade3 l(2)27Da GART Gart gart		1	1			
Secondary_004b	H12	Secondary_004b_H12	CG8781	tsu	N/A	RBM8A	tsunagi	Current	Y14 Tsunagi y14 CG8781 Y14 cg8781 Tsu TSU Y14/Tsunagi	2.33	1	1			
Secondary_004b	H2	Secondary_004b_H2	CG8522	HLH106	Dropped	SREBF2	Helix loop helix protein 106	Current	sterol regulatory element-binding protein sterol-responsive element-binding protein lethal (3) 76BDw Sterol Regulatory Element Binding Protein Sterol regulatory element-binding protein transcription factor Sterol regulatory element binding protein Drosophila sterol regulatory element binding protein l(3)76BDw SREBP Srebp dSREBP dsrebp CG8522 dSrebp srebp HlH106	3	2	1.83			
Secondary_004b	H3	Secondary_004b_H3	CG8380	DAT	N/A	SLC6A2	Dopamine transporter	Current	fumin dopamine transporter fumin fmn DmDAT CG8380 dDAT	2	1	1			
Secondary_004b	H4	Secondary_004b_H4	CG32742	l(1)G0148	N/A	CDC7	lethal (1) G0148	Current	l(1)G0149 cdc7 CT25076 l(1)G0461 CG32742 anon-WO03040301.250 cdc7-related CG8655 CG8656	2	1	1			
Secondary_004b	H5	Secondary_004b_H5	CG8546	ppk26	"Channels, permeases, and transporters"	ASIC1-5	pickpocket 26	Current	pickpocket 26 ppk26 CG8546	2	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	H6	Secondary_004b_H6	CG8641	CG8641	Other pathways	"DIRAS1/2/3,RASD1/2"	CG8641	Current	Q9VS10	1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_004b	H7	Secondary_004b_H7	CG8642	CG8642	N/A	FIBCD1	CG8642	Current	Fibrinogen-related protein FBpp0087808 AAF59068	2	1	1			
Secondary_004b	H8	Secondary_004b_H8	CG8536	beta4GalNAcTA	Metabolism-related pathways	B4GALT1/2/3/4/5/6	beta4GalNAcTA	Current	beta1 4-N-acetylgalactosaminyltransferase DmGalT CG8536 anon-WO0118547.128 BcDNA:GH13356 beta4GalTA beta4GalNAcT1 beta4GalNacTA dbeta4GalTA beta4GalNAcTA b4GalNAcTA beta4Gal-NAcTA	1.67	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_004b	H9	Secondary_004b_H9	CG8542	Hsc70-5	N/A	HSPA9	Heat shock protein cognate 5	Current	Hsp cognate 5 Hsc70 Hsc-5 Hsc5 hsc70 HSC5 l(2)k04907 hsc70-5 CG8542 HSC70 HSC-70 dhsc70 Hsp-c5	1.67	1	1			
Secondary_005a	A1	Secondary_005a_A1	CG32133	ptip	N/A	PAXIP1	ptip	Current	CG32133 PTIP ptip CG6532 CG32133 CG8797	3.33	1	1			
Secondary_005a	A10	Secondary_005a_A10	CG8974	CG8974	N/A	RNF185	CG8974	Current		1.67	1	1			
Secondary_005a	A11	Secondary_005a_A11	CG8916	CG8916	"Channels, permeases, and transporters"	GABRA1-6	CG8916	Current		2	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	A12	Secondary_005a_A12	CG8975	RnrS	Nuclear-associated pathways	Rrm2 	Ribonucleoside diphosphate reductase small subunit	Current	Ribonucleotide reductase ribonucleoside-diphosphate reductase small subunit Ribonucleotide reductase small subunit DmRNR2 RNR2 rnr2 Rnr2 anon-WO0118547.148 RNrS Rnrs dRNR2 CG8975	3.33	3.67	3.33	yes	gene	defective cell-cell aggregation
Secondary_005a	A2	Secondary_005a_A2	CG8798	Lon	N/A	LONP1	Lon protease	Current	anon-WO0118547.350 CG8798 Lon	1.67	1.33	1.17			
Secondary_005a	A3	Secondary_005a_A3	CG8768	CG8768	N/A	SDR39U1	CG8768	Current		2.33	1	1			
Secondary_005a	A4	Secondary_005a_A4	CG8784	PK2-R1	N/A	NMUR2	Pyrokinin 2 receptor 1	Current	Pyrokinin 2 receptor CG8784 Dm CG8784 anon-WO0170980.191 anon-WO0170980.190	3	1	1			
Secondary_005a	A5	Secondary_005a_A5	CG8785	CG8785	N/A	SLC36A4	CG8785	Current		2	1	1			
Secondary_005a	A6	Secondary_005a_A6	CG8801	CG8801	Nuclear-associated pathways	GTPBP4	CG8801	Current	CG30341 BcDNA:LD23830 LD23830	3.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	A7	Secondary_005a_A7	CG31956	pgant4	N/A	GALNT10	polypeptide GalNAc transferase 4	Current	CG8845 CG31956 CG8845b		1.33	1.17			
Secondary_005a	A8	Secondary_005a_A8	CG8786	CG8786	N/A	RNF146	CG8786	Current	RNF146 DRNF146 BcDNA:GM01527	1.67	1	1			
Secondary_005a	A9	Secondary_005a_A9	CG8708	CG8708	N/A	C1GALT1	CG8708	Current	anon-WO0140519.114 anon-WO0144478.10 dC1GalT2	1.67	1	1			
Secondary_005a	B1	Secondary_005a_B1	CG8963	CG8963	N/A	PAIP1	CG8963	Current		3	1	1			
Secondary_005a	B10	Secondary_005a_B10	CG9170	CG9170	N/A	CEP164	CG9170	Current	anon-WO0140519.214	2	1	1			
Secondary_005a	B11	Secondary_005a_B11	CG9244	Acon	N/A	ACO2	Aconitase	Current	ACONITASE aconitase m-Aconitase mitochondrial aconitase M-Acon FBgn0010100 mAc m-Acon m-acon i59 hsp60 ACON-1 AconM i204 CG9244 l(2)07054 BEST:GH10550 mAcon mACON	1.67	1	1			
Secondary_005a	B12	Secondary_005a_B12	CG9304	CG9304	GPCR-related pathways	TMEM145	CG9304	Current		2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	B2	Secondary_005a_B2	CG8977	Cctgamma	N/A	CCT3	Cctgamma	Current	Cctgamma CCTgamma-like CCT-gamma protein predicted gene Y chaperonin-containing t-complex protein-1 gamma subunit like vine Tcp-1-gamma Cct3 Cctgamma Cct-gamma Tcp1-gamma cctg Y CG8977 geneY Tcp-1gamma TCPG_DROME vine Cctg	3	1	1.17			
Secondary_005a	B3	Secondary_005a_B3	CG9154	CG9154	N/A	N6AMT2	CG9154	Current		1.67	1	1.17			
Secondary_005a	B4	Secondary_005a_B4	CG9038	UBL3	N/A	UBL3	UBL3	Current	Ubiquitin-like 3 CG9038 MUB Ubl3 HCG-1	2	1	1			
Secondary_005a	B5	Secondary_005a_B5	CG9096	CycD	Other pathways	Cyclin D	Cyclin D	Current	Cyclin-dependent kinase interactor 3 cyclinD cyclin D CyclinD dCyclinD Cyc D cyclinD CG9096 CDI3 DmcycD cycD CYCD cdi3 Cdi3 dCycD	3.33	2.67	2.33	yes	gene	defective cell-cell aggregation
Secondary_005a	B6	Secondary_005a_B6	CG9019	dsf	N/A	NR2E3	dissatisfaction	Current	Dissatisfaction dissatisfaction DSF Dsf CG9019 NR2E4	2.33	1	1			
Secondary_005a	B7	Secondary_005a_B7	CG9191	Klp61F	N/A	KIF11	Kinesin-like protein at 61F	Current	kinesin-like protein urchin Kinesin-related protein-130kD kinesin-5s kinesin-5 kinesin-5 motor DmKRP130 Klp 61F Klp61f l(3)6D283 6345 Krp130 DmKLP61F Klp2 KLP61 KLP61f KRP130 DmKlp61F klp61F klp61f KRP[[130]] KLP2 KRP[[(130)]] CG9191-PA CG9191 Klp61F/KRP130 urc KIF 8 KLP61F urcn l(3)Klp61F l(3)07012 KIF11	2	1	1			
Secondary_005a	B8	Secondary_005a_B8	CG9193	PCNA	N/A	PCNA	Proliferating cell nuclear antigen	Current	proliferating-cell nuclear antigen Proliferating-cell-nuclear-antigen mutagen-sensitive 209 proliferating cell nuclear antigen PCNA l(2)s1534 MUS209 53/13 l(2)02448 dPCNA CG9193 PCNA/mus209 l(2)56Fa l(2)56F mus209 Mus209 DmPCNA pcna Pcna	3	1	1			
Secondary_005a	B9	Secondary_005a_B9	CG9149	CG9149	N/A	ACAT2	CG9149	Current		1.67	1	1			
Secondary_005a	C1	Secondary_005a_C1	CG3722	shg	Adherens junction pathways	E-cadherin	shotgun	Current	De-cadherin dE-Cadherin Cadherin-E DCAD2 epithelial cadherin Cadherin DE-cad D-cadherin DE-cadherin Shotgun/E-cadherin Shotgun DEcad D-Ecadherin eta-catenin de-cadherin dE-cadherin Drosophila E-Cadherin DE-Cadherin DE Cadherin e-cadherin E-cadherin Drosophila epithelial cadherin Drosophila E-cadherin compaction defects 5 DE cadherin ECadherin Ecadherin cadherin DE-CADHERIN E-Cadherin DE-cadherin/Shotgun DEcadherin l(2)10469 cadh DE Cad Ecad l(2)k03401 ECadh Cad E-Cadherin cad CG3722 DEC E-CAD de-cad ECad2 ECAD DE-CAD2 E-cad DE DECadh N-cad com5 DE-cadherin l(2)k10220 Cadh DE[cyto] DEcad Shg gp150 DE-Cad CT12481 DECad dEcad DE Cadh ECad DE-Cadherin DCAD E-cadherin DCad2 CADH D-CAD2 DE-Cad2 e-cad E-Cad DE-Cadh DE-cadh D-cad DCad shg/DE-Cad DCAD2 CadE DE-CAD DE-cad D E-cad	2.33	4	4	yes	gene	defective cell-cell aggregation
Secondary_005a	C10	Secondary_005a_C10	CG9311	mop	Kinases and Phosphatases	PTPN23	myopic	Current	slaughterhouse-five myopic CG9311 mop CG9311 sfv	1.67	3	2.83	yes	gene	defective cell-cell aggregation
Secondary_005a	C11	Secondary_005a_C11	CG9331	CG9331	N/A	GRHPR	CG9331	Current		1.67	1.33	1.17			
Secondary_005a	C12	Secondary_005a_C12	CG9277	betaTub56D	Microtubule pathways	TUBB2B	beta-Tubulin at 56D	Current	beta-tubulin 56D beta-Tubulin at 56D beta tubulin Tubulin beta-1 chain Tubulin beta1-chain beta-Tubulin beta-Tubulin at 56 D beta1-tubulin beta-tubulin tubulin Beta tubulin beta1-Tubulin beta-1 tubulin betatubulin beta1 tubulin beta-1-tubulin beta-tubulin-56D b-tubulin56D DTB2 beta beta1 Dmbeta1 Tubulin betaTub CG9277 betaTub1 BETA 56D beta56D A1ZBL0_DROME beta1-tub beta-Tub beta1Tub T Tub beta1tub beta[[1]] tubulin beta-Tub56D beta1t beta-tubulin56D TBB1_DROME beta-tub beta1-Tubulin B1t beta[[1]]-tubulin 1t betaTub56D betatub(56D	3	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	C2	Secondary_005a_C2	CG11579	arm	Adherens junction pathways	beta-catenin	armadillo	Current	catenin Beta-catenin/Arm b-catenin Armadillo(Arm)/beta-catenin Armadillo beta-Catenin Armadillo/beta-catenin Beta-catenin Armadillo/bgr;-catenin betacatenin bgr;-catenin beta-catenin beta-catenin/Armadillo beta-catenin/Arm beta-cat-arm l(1)arm l(1)G0192 beta-Cat Arm EG:86E4.6 betacat Dm Arm t12687 ALR Dm ARM l(1)G0410 beta-cat l(1)2Bv l(1)G0234 CG11579 bgr;-Cat	3.67	4	4	yes	gene	defective cell-cell aggregation
Secondary_005a	C3	Secondary_005a_C3	CG17947	alpha-Cat	Adherens junction pathways	alpha-catenin	alpha Catenin	Current	alpha catenin DalphaCatenin alpha Catenin Dalpha-Catenin alpha-catenin alpha-Catenin alphaCatenin a-catenin D-alpha-catenin Dalpha-cadherin Dalpha-catenin Dalphacatenin alphacatenin alpha-ctn Dmcatp CG17947 DalphaC alphaCat Dalpha-Cat a-Cat alpha-Cat alpha-catenin Dalpha-cat a-cat CT39986 alpha-cat alpha-CAT Dalphacat LD30423p alphaCAT alphacat	3	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_005a	C4	Secondary_005a_C4	CG9345	Adgf-C	Other pathways	CECR1	Adenosine deaminase-related growth factor C	Current	ADGF-C CG9345 adgfc	1.67	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_005a	C5	Secondary_005a_C5	CG9246	CG9246	Nuclear-associated pathways	NOC2L	CG9246	Current		2.33	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	C6	Secondary_005a_C6	CG9287	CG9287	Metabolism-related pathways	NLGN1-4	CG9287	Current		1.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	C7	Secondary_005a_C7	CG9306	CG9306	N/A	NDUFB9	CG9306	Current	NADH:ubiquinone oxidoreductase B22 subunit NADH ubiquinone oxidoreductase B22	2	1.67	1.33			
Secondary_005a	C8	Secondary_005a_C8	CG9210	Ac13E	N/A	ADCY9	Adenylyl cyclase 35C	Current	adenylyl cyclase Adenyly cyclase 35C AC 13E Ac35C CG9210 DAC9 AC13E	2	1	1			
Secondary_005a	C9	Secondary_005a_C9	CG9294	CG9294	Peptidase proteins	TMPRSS6	CG9294	Current	SP20	2	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_005a	D1	Secondary_005a_D1	CG9297	CG9297	N/A	SRL	CG9297	Current	Dmel\\CG9297	2.33	1	1			
Secondary_005a	D10	Secondary_005a_D10	CG9401	mago	Dropped	MAGOHB	mago nashi	Current	mago-nashi Mago Nashi Mago nashi mago nishi MAGOH CG9401 mgn Dm MGN Magoh DmMago l(2)57Ca Mago MGN	2	2.33	2.17			
Secondary_005a	D11	Secondary_005a_D11	CG9432	l(2)01289	N/A	MDN1	lethal (2) 01289	Current	Fusion2 Fusion-2 Lethal (2) 01289 CG9435 CG9432 CG30444	2.67	1	1			
Secondary_005a	D12	Secondary_005a_D12	CG9471	CG9471	N/A	BLVRB	CG9471	Current	biliverdin reductase Biliverdin IX-beta reductase BVR	3	1	1			
Secondary_005a	D2	Secondary_005a_D2	CG9334	Spn38F	Other pathways	SERPIN family 	Serpin 38F	Current	serpin 3 CG9334 Serine protease inhibitor 3 sp3 Sp3 CG9334 Spn3 Spn38F	2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	D3	Secondary_005a_D3	CG9261	nrv2	N/A	ATP1B1	nervana 2	Current	nirvana2 nervana2 Nervana 2 ectatic Na[+]/K[+] ATPase Nervana nervana Nirvana Nervana2 Na+/K+ ATPase ecta Nrv2 NaK ATPase NEST:bs13c10 nrv2.2 l(2)k13315 Na[+]/K[+] ATPase CG9261 Nrv Na[+]/K[+]ATPase l(2)SH2 0329 Na K-ATPase Nrv2.2 42kDa l(2)k04223 Na[+]/K[+]-ATPase l(2)SH0329	2	1	1.17			
Secondary_005a	D4	Secondary_005a_D4	CG9281	CG9281	N/A	ABCF2	CG9281	Current	BEST:LD38280	2	1	1			
Secondary_005a	D5	Secondary_005a_D5	CG9298	Trs23	Trafficking pathways	TRAPPC4	Trs23	Current	Trs23 CG9298 TRS23 Trs23p CG9298	2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	D6	Secondary_005a_D6	CG9337	CR9337	N/A	KHDRBS2	CG9337	Current	CG9337 BcDNA:GH05725 cg9337	1.67	1	1.17			
Secondary_005a	D7	Secondary_005a_D7	CG9399	CG9399	N/A	MPC2	CG9399	Current		2.67	1	1.17			
Secondary_005a	D8	Secondary_005a_D8	CG9430	Zip42C.2	"Channels, permeases, and transporters"	SLC39A1	Zinc/iron regulated transporter-related protein 42C.2	Current	dZip42C.2 CG9430 cg9430	2	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_005a	D9	Secondary_005a_D9	CG9400	CG9400	N/A	N/A	CG9400	Current	anon-WO0140519.10	2	1	1			
Secondary_005a	E1	Secondary_005a_E1	CG9416	CG9416	Peptidase proteins	ERMP1	CG9416	Current	CG9416-PA	2	3	2.83	yes	gene	defective cell-cell aggregation
Secondary_005a	E10	Secondary_005a_E10	CG9666	CG9666	Dropped	METTL5	CG9666	Current	Dromel_CG9666_FBtr0074991_mORF	1.67	2	1.67			
Secondary_005a	E11	Secondary_005a_E11	CG9699	Sep4	N/A	SEPT5	Septin 4	Current	septin 4 CG9699 septin Sep4 CG9699 sep4	2.33	1	1			
Secondary_005a	E12	Secondary_005a_E12	CG9807	Rab9Db	N/A	RAB13	Rab at 9Db	Current	CG9807 Rab GTPase 9Db CG9807	2	1	1			
Secondary_005a	E2	Secondary_005a_E2	CG9423	Kap-alpha3	Nuclear import and export proteins	Importin a3	karyopherin alpha3	Current	karyopherin-alpha4 Importin alpha3 importin alpha dImportin-alpha3 karyopherin alpha4 karyopherin alpha3 Importin-alpha3 importin alpha3 importin a3 Importin alpha-3 Karyopherin alpha3 importin alpha-3 importin-alpha3 karyopherin a3 karyopherin-alpha3 impalpha3 dKap-alpha3 imp-a3 Imp alpha-3 alphaKap3 Imp-alpha3 Kap alpha3 Kpna3 imp-alpha3 0335/13 Kap-alpha3 imp alpha3 Kapalpha3 dimpalpha3 IMPalpha3 KAP-ALPHA3 Dalpha3 l(3)S033513 CG9423 Kap-?3	3	3	2.83	yes	gene	defective cell-cell aggregation
Secondary_005a	E3	Secondary_005a_E3	CG33104	eca	Other pathways	TMED4/9	eclair	Current	Eclair CG33104 CG9443 p24 ECA		2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_005a	E4	Secondary_005a_E4	CG9393	CG9393	N/A	MTX1	CG9393	Current		2	1.67	1.33			
Secondary_005a	E5	Secondary_005a_E5	CG9425	CG9425	N/A	HELZ	CG9425	Current		1.67	1	1			
Secondary_005a	E6	Secondary_005a_E6	CG9444	CG9444	N/A	SLC15A1	CG9444	Current		2	1	1			
Secondary_005a	E7	Secondary_005a_E7	CG9476	alphaTub85E	Microtubule pathways	\xce\xb1-Tubulin	alpha-Tubulin at 85E	Current	alphatubulin alpha85E-tubulin alpha tubulin alphaT alpha-Tubulin alpha-tubulin alpha-Tubulin 85E alpha2-tubulin tubulin alpha2tubulin alpha-tubulin  85E a2t alpha2 alphaTub85E aTub85E alpha-Tub85E alpha-tub ALPHA 85E alpha85E-tub alpha-tubulin CG9476 2t alpha85E alphaTub2 T alpha2t Tub DTA3 alphaTub alpha-Tub alphaTub84E	2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	E8	Secondary_005a_E8	CG9556	alien	Other pathways	COPS2	alien	Current	Drosophila COP9 signalosome homolog 2 COP9 complex homolog subunit 2 Alien d-Alien Dch2 Csn2 DCH2 Alien CSN2 CG9556 BcDNA:LD10463 CH2	1.67	2	2.33	yes	gene	defective cell-cell aggregation
Secondary_005a	E9	Secondary_005a_E9	CG34325	CG34325	Scaffolding-domain proteins	PXN	CG34325	Current	CG18358	1	3	3.17	yes	gene	defective cell-cell aggregation
Secondary_005a	F1	Secondary_005a_F1	CG9707	Acox57D-p	N/A	ACOX1	acyl-Coenzyme A oxidase at 57D proximal	Current	acyl co-enzyme A oxidase acox CG9707 Acox57Dp D-acox	2.33	1	1			
Secondary_005a	F10	Secondary_005a_F10	CG31013	CG31013	N/A	P4HA2	CG31013	Current	CG9713		1	1			
Secondary_005a	F11	Secondary_005a_F11	CG9737	CG9737	N/A	TMPRSS4	CG9737	Current	SP5 c-SP5	2.67	1	1			
Secondary_005a	F12	Secondary_005a_F12	CG9781	obst-G	N/A	N/A	obstructor-G	Current	CG9781 CG9781	1.67	1	1			
Secondary_005a	F2	Secondary_005a_F2	CG9817	CG43347	N/A	N/A	CG9817	Current	CG9817 BcDNA:RH11383 CG15295	1.67	1	1			
Secondary_005a	F3	Secondary_005a_F3	CG9728	PH4alphaNE1	Metabolism-related pathways	P4HA1/2/3	prolyl-4-hydroxylase-alpha NE1	Current	CG9728	2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	F4	Secondary_005a_F4	CG9849	CG9849	Extracellular matrix components	PRADC1	CG9849	Current		2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	F5	Secondary_005a_F5	CG9876	CG9876	Nuclear-associated pathways	PRX2	CG9876	Current		1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_005a	F6	Secondary_005a_F6	CG9710	nudC	N/A	NUDC	nudC	Current	CG9710 Q9VVA6 NUDC NudC DnudC	1.67	1.33	1.17			
Secondary_005a	F7	Secondary_005a_F7	CG9733	CG9733	N/A	PRSS22	CG9733	Current	pro-phenoloxidase AE POAE-like Serine protease SP10 proAE c-SP10 proPO-AE	2.33	1	1			
Secondary_005a	F8	Secondary_005a_F8	CG9712	TSG101	N/A	TSG101	tumor suppressor protein 101	Current	erupted Erupted Tumor Susceptibility Gene-101 ept Tsg101 CG9712 dTsg101 dTSg101 burs dVps23 DmTSG101 Ept tsg101 ESCRT-I vps23	3	1	1.17			
Secondary_005a	F9	Secondary_005a_F9	CG9853	CG9853	N/A	GET4	CG9853	Current	CG41469 BEST:LD21829 CG41469	2.33	1	1			
Secondary_005a	G1	Secondary_005a_G1	CG9834	endoB	N/A	SH3GLB1	endophilin B	Current	endophilin Endophilin D-endoB CG9834 D-EndoB EndoB	2.67	1	1			
Secondary_005a	G10	Secondary_005a_G10	CG10270	D19B	N/A	ZNF227	D19B	Current	CG10270 d19b	2	1.33	1.17			
Secondary_005a	G11	Secondary_005a_G11	CG10237	CG10237	N/A	TTPAL	CG10237	Current		2.33	1	1			
Secondary_005a	G12	Secondary_005a_G12	CG10272	gpp	N/A	DOT1L	grappa	Current	lethal (3) S073214b Grappa l(3)sA3484 grp dDot1 l(3)03342 l(3)S073214b Gpp dDOT1L CG42803 anon-WO0118547.319 BcDNA:SD05230 CG10272 CG33324 0732/14	1.67	1	1.17			
Secondary_005a	G2	Secondary_005a_G2	CG9862	Rae1	Dropped	RAE1	Rae1	Current	CG9862 dmrae1	1.67	1.33	1.67			
Secondary_005a	G3	Secondary_005a_G3	CG9884	oaf	N/A	OAF	out at first	Current	near dpp complementation group 1 transcript near decapentaplegic transcript-near-decapentaplegic l(2)22Fb l(2)ND1 CG9884 out at first tnd	1.67	1	1			
Secondary_005a	G4	Secondary_005a_G4	CG9885	dpp	N/A	BMP4	decapentaplegic	Current	Haplo-insufficient Tegula Decapentaplegic blink heldout Decapentaplegic/Bone Morphogenetic Protein shortvein bone morphogenetic protein bone morphogenic protein Tg Hin-d shv CG9885 Dpp BMP Dm-DPP ho TGF-beta l(2)k17036 DPP M(2)23AB blk M(2)LS1 TGF-b l(2)10638 TGFbeta l(2)22Fa DPP-C	2	1	1			
Secondary_005a	G5	Secondary_005a_G5	CG9984	TH1	Dropped	NELFCD	TH1	Current	CG9984 NELF-D NELF	1.33	2.67	2.17			
Secondary_005a	G6	Secondary_005a_G6	CG9895		N/A	KLF8	CG9895			1.67	1	1			
