Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect	Gene In Secondary Screen	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Primary_045	B7	Primary_045_B7	CG9042	Gpdh	Glycerol 3 phosphate dehydrogenase	Current	dehydrogenase Glycerol-3-phosphate dehydrogenase sn-glycerol 3-phosphate dehydrogenase glycerol-3-phosphate dehydrogenase 5' gene alpha-glycerol-3-phosphate dehydrogenase glycerophosphate dehydrogenase alpha-glycerol phosphate dehydrogenase alpha glycerophosphate dehydrogenase sn-glycerol-3-phosphate dehydrogenase alpha-glycerophosphate dehydrogenase Alpha-Glycerophosphate dehydrogenase sn-glycerol-3-phosphate alpha-GPDH-1 alphaGPDH GPDH GPDA alphaGpdh-1 Gdh alpha-Gpdh G3PDH gpdh-1 alpha-GPD GPDH-1 CG9042 gpdh Gpd sn-Gpdh alphaGpdh DROGPDHA G3pdh alphaGpd GAPDH GPD DmG3PDH alpha-GPDH	1	no			
Primary_045	B8	Primary_045_B8	CG9044	CG9044		Current	CT25972	1	no			
Primary_045	B9	Primary_045_B9	CG9045	Myb	Myb oncogene-like	Current	DMyb DmMYB D-myb dmMYB c-Myb c-myb Dmyb Dm-Myb DmMyb Dm myb Dm Myb l(1)XVI myb CG9045 dMyb MYB dmyb Dm-myb p85	1	no			
Primary_045	C1	Primary_045_C1	CG9054	Ddx1	Dead-box-1	Current	anon-79E DDX1 DmRH12 CG9054 Dbp79E DmDDX1	1	no			
Primary_045	C10	Primary_045_C10	CG9078	ifc	infertile crescent	Current	sphingolipid delta 4 desaturase degenerating spermatocyte degenerative spermatocyte Infertile crescent Ifc des des1 l(2)gdh-2 CG9078 des-1 l(2)26Ab DES-1 ms(2)04875	1	no			
Primary_045	C11	Primary_045_C11	CG9081	Cyp4s3	Cyp4s3	Current	cytochrome P450 CG9081 4s3	1	no			
Primary_045	C12	Primary_045_C12	CG9086	CG9086		Current	Ubr1	1	no			
Primary_045	C2	Primary_045_C2	CG9059	CG45002		Current	CG34326 CG9059 BcDNA:GH06235	1	no			
Primary_045	C3	Primary_045_C3	CG9060	Zpr1	Zpr1	Current	Zinc finger Protein 1 CG9060	1	no			
Primary_045	C4	Primary_045_C4	CG9062	CG9062		Current		1	no			
Primary_045	C5	Primary_045_C5	CG9063	Rich	RIC1 homolog	Current	ric1 homologue ric1 homolog BcDNA:GH03694 3L6 BcDNAGH03694 rich CG9063	1	no			
Primary_045	C6	Primary_045_C6	CG9064	Ucp4C	Ucp4C	Current	CG9064 DmUCP4C anon-WO0242455.3 Ucp4c anon-WO03061681.1 anon-WO0242455.4 UCP4c dmUCP4c anon-WO03061681.2 anon-WO03037362.7 anon-WO02079478.1 anon-WO02079478.2	1	no			
Primary_045	C7	Primary_045_C7	CG9066	MSBP	membrane steroid binding protein	Current	Steroid binding protein CG9066 Membrane steroid binding protein CG9066 dm_MSBP	1	no			
Primary_045	C8	Primary_045_C8	CG9068	CG9068		Current		1	no			
Primary_045	C9	Primary_045_C9	CG9075	eIF-4a	Eukaryotic initiation factor 4a	Current	translation initiation factor 4A eukaryotic translation initiation factor 4A Eukaryotic initiation factor 4A eukaryotic initiation factor 4A l(2)162 anon-26Aa l(2)gdh-4 Eif4a Eif-4a l(2L)162 L(2L)162 Su(dpp)YE9 eIF4A-I EIF4A Dm-eIF4A deIF4A 2439 anon26A eif4a pecan eiF4A CG9075 l(2)26Ac 9075 eif4A eIF4AI eIF4A eIF-4A DmRH2 eif-4a l(2)02439 EiF4A eIF 4A eIF-4a-I eIF4a l(2)k01501 EIF-4A	2.33	no	yes	gene	defective cell-cell aggregation
Primary_045	D1	Primary_045_D1	CG9088	lid	little imaginal discs	Current	little imaginal disks Little imaginal discs LID KDM5 dKDM5/LID CG9088 dJARID1 Lid l(2)10424	1	no			
Primary_045	D10	Primary_045_D10	CG9104	CG9104		Current		1	no			
Primary_045	D11	Primary_045_D11	CG9107	CG9107		Current	Rrp7	1	no			
Primary_045	D12	Primary_045_D12	CG9108	RSG7	Regulator of G-protein signalling 7	Current	regulator of g protein signaling 7 dRGS7 CG9108 RGS7	1	no			
Primary_045	D2	Primary_045_D2	CG9089	wus	wurst	Current	Wurst CG9089 l(1)G0162	1	no			
Primary_045	D3	Primary_045_D3	CG9090	CG9090		Current		1	no			
Primary_045	D4	Primary_045_D4	CG9091	RpL37a	Ribosomal protein L37a	Current	CG9091 RpL37A RpL37	1.33	no			
Primary_045	D5	Primary_045_D5	CG9092	Gal	beta galactosidase	Current	beta galactosidase beta-galactosidase-1 beta-gal lacZ-1 gal CG9092 beta-Gal-1 beta-GAL	1.33	no			
Primary_045	D6	Primary_045_D6	CG9095	CG9095		Current	CT26106	1	no			
Primary_045	D7	Primary_045_D7	CG9096	CycD	Cyclin D	Current	Cyclin-dependent kinase interactor 3 cyclinD cyclin D CyclinD dCyclinD Cyc D cyclinD CG9096 CDI3 DmcycD cycD CYCD cdi3 Cdi3 dCycD	3.33	yes	yes	gene	defective cell-cell aggregation
Primary_045	D8	Primary_045_D8	CG9098	CG9098		Current		1	no			
Primary_045	D9	Primary_045_D9	CG9100	Rab30	Rab30	Current	DmRab30 Q9VM50 AAF52477 CG9100 rab30	1	no			
Primary_045	E1	Primary_045_E1	CG9109	CG9109		Current		1	no			
Primary_045	E10	Primary_045_E10	CG9122	Trh	Tryptophan hydroxylase	Current	tryptophan hydroxylase TRH DTPHu DTRH TRHn dTrh CG9122 CT9937	1	no			
Primary_045	E11	Primary_045_E11	CG9123	CG9123		Current		1	no			
Primary_045	E12	Primary_045_E12	CG9125	CG9125		Current	CG32566	1	no			
Primary_045	E2	Primary_045_E2	CG9112	CG31650		Current	RCN2 CG9112	1	no			
Primary_045	E3	Primary_045_E3	CG9113	AP-1gamma	"Adaptor Protein complex 1, gamma subunit"	Current	AP-1gamma gamma-adaptin gamma subunit of AP-1 clathrin AP1gamma1 Ap-1 AP-1 CG9113 AP-1[gamma] cg9113 AP-1gamma gamma-Ada AP-1 gamma dgamma apl4 AP1gamma gamma	1	no			
Primary_045	E4	Primary_045_E4	CG9115	mtm	myotubularin	Current	dMTMH1 MTM1 CG9115	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_045	E5	Primary_045_E5	CG9116	LysP	Lysozyme P	Current	lysozyme CG9116 lysP	1	no			
Primary_045	E6	Primary_045_E6	CG9118	LysD	Lysozyme D	Current	lysozyme lysD CG9118	1	no			
Primary_045	E7	Primary_045_E7	CG9119	CG9119		Current	CT9987	1	no			
Primary_045	E8	Primary_045_E8	CG9120	LysX	Lysozyme X	Current	BcDNA:LP09906 lysX CG9120	1	no			
Primary_045	E9	Primary_045_E9	CG9121	CG9121		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_045	F1	Primary_045_F1	CG9127	ade2	adenosine 2	Current	adenosine2 153122_at pym Ade2 CG9127	1	no			
Primary_045	F10	Primary_045_F10	CG9148	scf	supercoiling factor	Current	DNA supercoiling factor DCB-45 CG9148 SCF anon-EST:Posey14 CK02682 BEST:CK02682	1	no			
Primary_045	F11	Primary_045_F11	CG9149	CG9149		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_045	F12	Primary_045_F12	CG9150	CG9150		Current		1	no			
Primary_045	F2	Primary_045_F2	CG9128	Sac1	Sac1	Current	suppressor of actin-1 sac1 dsac1 l(3)2107 CG9128	1	no			
Primary_045	F3	Primary_045_F3	CG9132	CG9132		Current	CG32566	1	no			
Primary_045	F4	Primary_045_F4	CG9134	CG9134		Current		1	no			
Primary_045	F5	Primary_045_F5	CG9135	CG9135		Current		1	no			
Primary_045	F6	Primary_045_F6	CG9138	uif	uninflatable	Current	uninflatable Uninflatable SP1070 CG9138 Uif CT26172 poly-EGF SP1070 uif	1	no			
Primary_045	F7	Primary_045_F7	CG9139	Rabex-5	Rabaptin-5-associated exchange factor for Rab5 ortholog (H. sapiens	Current	Rabex-5 CG9139 RabGEF1 Rabex5	1	no			
Primary_045	F8	Primary_045_F8	CG9140	CG9140		Current	ubiquinone NADH ubiquinone oxidoreductase 51 kDa NADH dehydrogenase NADH:ubiquinone oxidoreductase 51 kDa subunit	1	no			
Primary_045	F9	Primary_045_F9	CG9143	CG9143		Current	cg9143	1.67	no	yes	gene	defective cell-cell aggregation
Primary_045	G1	Primary_045_G1	CG9151	acj6	abnormal chemosensory jump 6	Current	Abnormal chemosensory jump 6 Abnormal chemosensory jumb altered chemosensory jump 6 Twin of I-POU tI-POU Ipou I-POU ACJ6 Acj6 CG9151	1	no			
Primary_045	G10	Primary_045_G10	CG9168	CG9168		Current		1	no			
Primary_045	G11	Primary_045_G11	CG9169	FucTD	FucTD	Current	CG9169	1	no			
Primary_045	G12	Primary_045_G12	CG9170	CG9170		Current	anon-WO0140519.214	2	yes	yes	gene	defective cell-cell aggregation
Primary_045	G2	Primary_045_G2	CG9152	pgant5	polypeptide GalNAc transferase 5	Current	lethal (2) e02157 CG9152 CG31651 l(2)e02157 PGANT5	1	no			
Primary_045	G3	Primary_045_G3	CG9153	CG9153		Current	FBgn0035207	1.33	no			
Primary_045	G4	Primary_045_G4	CG9154	CG9154		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_045	G5	Primary_045_G5	CG9156	Pp1-13C	Protein phosphatase 1 at 13C	Current	Protein phosphatase 1 13C protein phosphatase 1 DmPp1-13C PP1alpha13C  CG9156 13C PP1alpha13C PP1 beta13c PP1-13C PP1c PP1 13C PP1alpha-13C PP1 PP13C Pp1 pp1-13C	1	no			
Primary_045	G6	Primary_045_G6	CG9160	mtacp1	mitochondrial acyl carrier protein 1	Current	NADH ubiquinone oxidoreductase ACP NADH:ubiquinone oxidoreductase Acyl carrier NADH ubiquinone oxidoreductase acyl carrier protein Mitochondrial acyl carrier protein 1 NADH-ubiquinone oxidoreductase acyl carrier protein mitochondrial acyl carrier protein of electron transport complex I NADH-ubiquinone oxidoreductase acyl-carrier subunit l(3)1303 mtACP1 mtACP ND-AcC l(3)j4A6 CG9160	1	no			
Primary_045	G7	Primary_045_G7	CG9164	CG9164		Current		1	no			
Primary_045	G8	Primary_045_G8	CG9165	l(3)02640	lethal (3) 02640	Current	hydroxymethylbilane synthase porphobilinogen deaminase CG9165 l(3)3544 l(3)j4E3 3544 2640 PBGD l(3)7E130 anon-WO0153538.70	1	no			
Primary_045	G9	Primary_045_G9	CG9167					1	no			
Primary_045	H1	Primary_045_H1	CG9171	CG9171		Current		1	no			
Primary_045	H10	Primary_045_H10	CG9193	PCNA	Proliferating cell nuclear antigen	Current	proliferating-cell nuclear antigen Proliferating-cell-nuclear-antigen mutagen-sensitive 209 proliferating cell nuclear antigen PCNA l(2)s1534 MUS209 53/13 l(2)02448 dPCNA CG9193 PCNA/mus209 l(2)56Fa l(2)56F mus209 Mus209 DmPCNA pcna Pcna	3	yes	yes	gene	defective cell-cell aggregation
Primary_045	H11	Primary_045_H11	CG9194	CG9194		Current	anon-WO0109301.32 anon-WO0109301.20 anon-WO0109301.29 anon-WO0109301.31 anon-WO0109301.25 anon-WO0109301.3 anon-WO0109301.38 anon-WO0109301.23 anon-WO0109301.37 anon-WO0109301.22 anon-WO0109301.26 anon-WO0109301.21 anon-WO0109301.33 anon-WO0109301.36 anon-WO0109301.28 anon-WO0109301.27 anon-WO0109301.19 anon-WO0109301.34 anon-WO0109301.24	1	no			
Primary_045	H12	Primary_045_H12	CG9195	Scamp	Scamp	Current	anon-fast-evolving-1F7 BcDNA:GM04934 anon-EST:fe1F7 dmSC dmSCAMP CG9195 SCAMP	1	no			
Primary_045	H2	Primary_045_H2	CG9172	CG9172		Current	NADH ubiquinone oxidoreductase 20 kDa NADH:ubiquinone oxidoreductase 20 kDa subunit 20 kDa	1	no			
Primary_045	H3	Primary_045_H3	CG9175	CG9175		Current	Sec12	1	no			
Primary_045	H4	Primary_045_H4	CG9176	Cngl	Cyclic nucleotide-gated ion channel-like	Current	CNG channel-like cng-like CNGL CG9176 dmCNG3 cngl CG18210 CG43395	1	no			
Primary_045	H5	Primary_045_H5	CG9177	eIF5	eIF5	Current	anon-fast-evolving-3C6 anon-EST:fe3C6 CG9177 EIf5	2	no	yes	gene	defective cell-cell aggregation
Primary_045	H6	Primary_045_H6	CG9181	Ptp61F	Protein tyrosine phosphatase 61F	Current	protein tyrosine phosphatase protein-tyrosine-phosphatase protein tyrosine phosphatase 61F dPTP61F DPTP61F PTP61F CG9181 ptp61F BEST:LP01280 anon-WO0140519.98 CG9178 R-PTP 61F anon-WO0118547.297 dptp61F Ptp-61F	1	no			
Primary_045	H7	Primary_045_H7	CG9186	CG9186		Current		1	no			
Primary_045	H8	Primary_045_H8	CG9187	Psf1	Psf1	Current	CG9187 CG9187-PA psf1	1	no			
Primary_045	H9	Primary_045_H9	CG9191	Klp61F	Kinesin-like protein at 61F	Current	kinesin-like protein urchin Kinesin-related protein-130kD kinesin-5s kinesin-5 kinesin-5 motor DmKRP130 Klp 61F Klp61f l(3)6D283 6345 Krp130 DmKLP61F Klp2 KLP61 KLP61f KRP130 DmKlp61F klp61F klp61f KRP[[130]] KLP2 KRP[[(130)]] CG9191-PA CG9191 Klp61F/KRP130 urc KIF 8 KLP61F urcn l(3)Klp61F l(3)07012 KIF11	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	A1	Primary_046_A1	CG9198	shtd	shattered	Current	Shattered Shtd SHTD Apc1 CG9198 APC1	1	no			
Primary_046	A10	Primary_046_A10	CG9215	CG9215		Current		1	no			
Primary_046	A11	Primary_046_A11	CG9218	sm	smooth	Current	Smooth l(2)05338 smo BcDNA:GH10856 CG9218	1	no			
Primary_046	A12	Primary_046_A12	CG9220	CG9220		Current		1	no			
Primary_046	A2	Primary_046_A2	CG9203	CG9203		Current		1.33	no			
Primary_046	A3	Primary_046_A3	CG9206	Gl	Glued	Current	p150[glued] Dynactin P150 dynactin p150glued Dynactin p150[glued] p150[Glued] p150 P150 FCP-D Glu t1 P150[Glued] p150/Glued DYNA_DROME CG9206 p150/glued	1	no			
Primary_046	A4	Primary_046_A4	CG9207	Gas41	Gas41	Current	dGas41 CG9207 GAS41	1	no			
Primary_046	A5	Primary_046_A5	CG9208	trio	trio	Current	Trio l(3)S[1372/3] l(3)S137203 1372/03 l(3)036810 l(3)S[1386/06] l(3)trio l(3)S138606 0959/14 BEST:LD36950 dTrio 0368/10 M89 Trio CG18214 l(3)S036810 UNC-73/Trio 1386/06 l(3)S095914 CG9208 l(3)6D104 TRIO DTrio	1	no			
Primary_046	A6	Primary_046_A6	CG9210	Ac13E	Adenylyl cyclase 35C	Current	adenylyl cyclase Adenyly cyclase 35C AC 13E Ac35C CG9210 DAC9 AC13E	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	A7	Primary_046_A7	CG9211	ihog	interference hedgehog	Current	interference hedgehog interference Hedgehog Interference hedgehog iHog CT26314 Ihog ihog CG9211	1	no			
Primary_046	A8	Primary_046_A8	CG9213	CG9213		Current	CG32585	1	no			
Primary_046	A9	Primary_046_A9	CG9214	Tob	Tob	Current	Transducer of ERBB2 CG9214	1	no			
Primary_046	B1	Primary_046_B1	CG9222	CG9222		Current		1.33	no			
Primary_046	B10	Primary_046_B10	CG9238	CG9238		Current	anon-WO0118547.400	1	no			
Primary_046	B11	Primary_046_B11	CG9240	CG9240		Current	anon-EST:Posey267	1	no			
Primary_046	B12	Primary_046_B12	CG9241	Mcm10	Sensitized chromosome inheritance modifier 19	Current	CG9241 Scim19 DmMCM10 mcm10	1	no			
Primary_046	B2	Primary_046_B2	CG9223	disco-r	disco-related	Current	disconnected-related disco-r CG9223 CG32577 CG9219	1.33	no			
Primary_046	B3	Primary_046_B3	CG9224	sog	short gastrulation	Current	Chordin Short Gastrulation short of gastrulation Short gastrulation short-gastrulation l(1)G0479 CG9224 SOG Dm sog l(1)G0395 Sog l(1)G0160	1.33	no			
Primary_046	B4	Primary_046_B4	CG9226	WDR79	WD repeat domain 79 homolog	Current	CG9226 dWDR79 p70	1	no			
Primary_046	B5	Primary_046_B5	CG9227					1	no			
Primary_046	B6	Primary_046_B6	CG9231	CG9231		Current		1	no			
Primary_046	B7	Primary_046_B7	CG9232	Galt	Galactose-1-phosphate uridylyltransferase	Current	galactose-1P uridylyltransferase galactose-1-phosphate uridylyltransferase CG9232 GALT dGALT	1	no			
Primary_046	B8	Primary_046_B8	CG9233	fu2	fu2	Current	CG9233 FU12	1	no			
Primary_046	B9	Primary_046_B9	CG9235	CG9235		Current		1	no			
Primary_046	C1	Primary_046_C1	CG9242	bur	burgundy	Current	Enhancer of GMR-sina 2-2 GMP synthetase gua2 ES2-2 GMPS l(2)10523 Gmps P174 CG9242 anon-WO0118547.204 anon-WO0118547.193	1	no			
Primary_046	C10	Primary_046_C10	CG9257	CG9257		Current		1	no			
Primary_046	C11	Primary_046_C11	CG9258	nrv1	nervana 1	Current	Nervous system antigen 1 Nirvana 1 Nervana1 Nervana Nervana 1 nervana Nirvana NaK ATPase Nrv1 Na[+]/K[+]-ATPase Na[+]/K[+] ATPase Nrv Na[+]/K[+]ATPase CG9258 NKA-alpha Na K-ATPase 42kDa	1	no			
Primary_046	C12	Primary_046_C12	CG9261	nrv2	nervana 2	Current	nirvana2 nervana2 Nervana 2 ectatic Na[+]/K[+] ATPase Nervana nervana Nirvana Nervana2 Na+/K+ ATPase ecta Nrv2 NaK ATPase NEST:bs13c10 nrv2.2 l(2)k13315 Na[+]/K[+] ATPase CG9261 Nrv Na[+]/K[+]ATPase l(2)SH2 0329 Na K-ATPase Nrv2.2 42kDa l(2)k04223 Na[+]/K[+]-ATPase l(2)SH0329	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	C2	Primary_046_C2	CG9243					1	no			
Primary_046	C3	Primary_046_C3	CG9244	Acon	Aconitase	Current	ACONITASE aconitase m-Aconitase mitochondrial aconitase M-Acon FBgn0010100 mAc m-Acon m-acon i59 hsp60 ACON-1 AconM i204 CG9244 l(2)07054 BEST:GH10550 mAcon mACON	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_046	C4	Primary_046_C4	CG9246	CG9246		Current		2.33	yes	yes	gene	defective cell-cell aggregation
Primary_046	C5	Primary_046_C5	CG9247	Nbr	Nibbler	Current	nibbler CG9247 nbr	1	no			
Primary_046	C6	Primary_046_C6	CG9248	CG9248		Current		1	no			
Primary_046	C7	Primary_046_C7	CG9249	CG9249		Current		1	no			
Primary_046	C8	Primary_046_C8	CG9253	CG9253		Current	DmRH24 anon-EST:GressD10 cg9253	3	no	yes	gene	defective cell-cell aggregation
Primary_046	C9	Primary_046_C9	CG9254	CG9254		Current	BG:DS07660.1 DS07660.1	1	no			
Primary_046	D1	Primary_046_D1	CG9262	Shal	Shaker cognate l	Current	Shaker-like Shaker cognate L Shaker cognate 1 Shl dShal CG9262 shal Sh-l Kv4 DNK[[v]]4	1	no			
Primary_046	D10	Primary_046_D10	CG9279	CG9279		Current		1.33	no			
Primary_046	D11	Primary_046_D11	CG9280	Glt	Glutactin	Current	glutactin CG9280 CT26441	1	no			
Primary_046	D12	Primary_046_D12	CG9281	CG9281		Current	BEST:LD38280	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	D2	Primary_046_D2	CG9265	CG9265		Current		1	no			
Primary_046	D3	Primary_046_D3	CG9267	CG9267		Current	Q9VJX8	1	no			
Primary_046	D4	Primary_046_D4	CG9268	l(3)76BDr		Current	l(3)76BDr CG32210 CG9274 CG9268	1	no			
Primary_046	D5	Primary_046_D5	CG9270	CG9270		Current	Dme_CG9270	1	no			
Primary_046	D6	Primary_046_D6	CG9272	CG9272		Current	9272	1	no			
Primary_046	D7	Primary_046_D7	CG9273	RPA2	Replication protein A2	Current	replication protein A  subunit 2 CG9273 dRPA2 CG9273 153194_at	2.33	yes	yes	gene	defective cell-cell aggregation
Primary_046	D8	Primary_046_D8	CG9274	l(3)76BDr		Current	l(3)76BDr CG32210 CG9274 CG9268	1	no			
Primary_046	D9	Primary_046_D9	CG9277	betaTub56D	beta-Tubulin at 56D	Current	beta-tubulin 56D beta-Tubulin at 56D beta tubulin Tubulin beta-1 chain Tubulin beta1-chain beta-Tubulin beta-Tubulin at 56 D beta1-tubulin beta-tubulin tubulin Beta tubulin beta1-Tubulin beta-1 tubulin betatubulin beta1 tubulin beta-1-tubulin beta-tubulin-56D b-tubulin56D DTB2 beta beta1 Dmbeta1 Tubulin betaTub CG9277 betaTub1 BETA 56D beta56D A1ZBL0_DROME beta1-tub beta-Tub beta1Tub T Tub beta1tub beta[[1]] tubulin beta-Tub56D beta1t beta-tubulin56D TBB1_DROME beta-tub beta1-Tubulin B1t beta[[1]]-tubulin 1t betaTub56D betatub(56D	3	yes	yes	gene	defective cell-cell aggregation
Primary_046	E1	Primary_046_E1	CG9282	RpL24	Ribosomal protein L24	Current	Rp L24 CG9282 anon-EST:Posey242 anon-EST:Posey37 RL24_DROME	4	no	yes	gene	defective cell-cell aggregation
Primary_046	E10	Primary_046_E10	CG9296	PrBP	Prenyl-binding protein	Current	CG9296 prenyl-binding protein DmPrBP DmPrBP/delta CG9296	1.33	no			
Primary_046	E11	Primary_046_E11	CG9297	CG9297		Current	Dmel\\CG9297	2.33	yes	yes	gene	defective cell-cell aggregation
Primary_046	E12	Primary_046_E12	CG9298	Trs23		Current	Trs23 CG9298 TRS23 Trs23p CG9298	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	E2	Primary_046_E2	CG9285	Dip-B	Dipeptidase B	Current	CG9285 DipB	1	no			
Primary_046	E3	Primary_046_E3	CG9286	CG9286		Current		1.33	no			
Primary_046	E4	Primary_046_E4	CG9287	CG9287		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_046	E5	Primary_046_E5	CG9288	CG9288		Current	Dromel_CG9288_FBtr0082829_pyruvatekinasedomain_mORF	1.33	no			
Primary_046	E6	Primary_046_E6	CG9289	CG9289		Current	glutactin-like CT26467	1	no			
Primary_046	E7	Primary_046_E7	CG9293	CG9293		Current		1	no			
Primary_046	E8	Primary_046_E8	CG9294	CG9294		Current	SP20	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	E9	Primary_046_E9	CG9295	Cpr76Bc	Cuticular protein 76Bc	Current	CG9295 CG9295 DmelCpr76Bc	1	no			
Primary_046	F1	Primary_046_F1	CG9300	CG9300		Current		1.33	no			
Primary_046	F10	Primary_046_F10	CG9314	CG9314		Current	kitty anon-WO0140519.249 CT26521	1	no			
Primary_046	F11	Primary_046_F11	CG9317	CG9317		Current	38E.10	1	no			
Primary_046	F12	Primary_046_F12	CG9318	CG9318		Current	TM9SF2 38E.10	1	no			
Primary_046	F2	Primary_046_F2	CG9302	CG9302		Current	anon-WO0118547.80	1.33	no			
Primary_046	F3	Primary_046_F3	CG9304	CG9304		Current		2	yes	yes	gene	defective cell-cell aggregation
Primary_046	F4	Primary_046_F4	CG9306	CG9306		Current	NADH:ubiquinone oxidoreductase B22 subunit NADH ubiquinone oxidoreductase B22	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	F5	Primary_046_F5	CG9307	Cht5	Cht5	Current	chitin-binding peritrophin-A CG9307 DmCHT5 CG9307	1	no			
Primary_046	F6	Primary_046_F6	CG9308	CG9308		Current	p24	1	no			
Primary_046	F7	Primary_046_F7	CG9310	Hnf4	Hepatocyte nuclear factor 4	Current	hepatocyte nuclear factor 4 Hepatocyte nuclear factor 4 homologue dHNF4 HNF-4(D) dHNF-4 HNF-4 Hnf-4h DmHNF4 CG9310 HNF4alpha HNF4 NR2A4 Hnf-4	1	no			
Primary_046	F8	Primary_046_F8	CG9311	mop	myopic	Current	slaughterhouse-five myopic CG9311 mop CG9311 sfv	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_046	F9	Primary_046_F9	CG9313	CG9313		Current		1	no			
Primary_046	G1	Primary_046_G1	CG9319	CG9319		Current	38E.13	1	no			
Primary_046	G10	Primary_046_G10	CG9333	Oseg5	Oseg5	Current	OSEG5 IFT80 CHE-2 CG9333 Che-2 oseg5 OSEG	1.33	no			
Primary_046	G11	Primary_046_G11	CG9334	Spn38F	Serpin 38F	Current	serpin 3 CG9334 Serine protease inhibitor 3 sp3 Sp3 CG9334 Spn3 Spn38F	2	yes	yes	gene	defective cell-cell aggregation
Primary_046	G12	Primary_046_G12	CG9337	CR9337		Current	CG9337 BcDNA:GH05725 cg9337	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_046	G2	Primary_046_G2	CG9320	Ns4	Nucleostemin ortholog (H. sapiens) 4	Current	CG9320 nucleostemin 4 CG9320 dmNS4 NS4 38E.14 ns4	1	no			
Primary_046	G3	Primary_046_G3	CG9323	CG9323		Current	38E.15 cg9323	1	no			
Primary_046	G4	Primary_046_G4	CG9325	hts	hu li tai shao	Current	Adducin ovarian hu-li tai shao-ring canal protein Hu Li Tai Shao Adducin-like Adducin-like 56D adducin-like hu-li tai shao protein Hu li tai shao hu-li tai-shao hu-li tai shao Hu-li tai-shao Adducin-like-56D Hu-li tai shao adducin Hu li-tai shao Hu-li-tai-shao Hts HTS-R1 HTS Adducin add-like l(2)k06121 Hts-RC add Ovhts HtsRC l(2)01103 EST D 1B1 Add-hts Ovhts-RC CG34197 htsRC HtsF ADD-87 HTS_DROME l(2)k14523 HTS-RC anon-EST:Posey9 l(2)00634 CG43443 adducin CG9325 Add	1	no			
Primary_046	G5	Primary_046_G5	CG9326	vari	varicose	Current	lethal (2) 38EFa Varicose CG9326 senz-aria senz'aria Vari l(2)38EFa l(2)03953b CG9326 l(2)03953 38E.21 szar	1.33	no			
Primary_046	G6	Primary_046_G6	CG9327	Prosalpha3	Proteasome alpha3 subunit	Current	alpha3 20s proteasome alpha-subunit of 20S proteasome Proteasome subunit alpha-type 4 Proteasome 29kD subunit 20S proteasome Proteasome 20S alpha3 subunit CG9327 Pros20S-alpha3 alpha3 pros29 alpha3_dm Pros29 PROS-29 Alpha-3 PSB3_DROME Prosalpha3	4	no	yes	gene	defective cell-cell aggregation
Primary_046	G7	Primary_046_G7	CG9330	CG9330		Current		1	no			
Primary_046	G8	Primary_046_G8	CG9331	CG9331		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_046	G9	Primary_046_G9	CG9332					1.33	no			
Primary_046	H1	Primary_046_H1	CG9339	sky	skywalker	Current	anon-WO0118547.455 CG9340 CG9339 CG14399	1	no			
