Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Replicate Group	Plate Issues
JL_121214_J1_1	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1687.23c	SPAC1687.23c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mpn1	SPAC23C11.10	mpn1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	upf3	SPAC13G7.03	upf3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC16E8.08	SPAC16E8.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC8C9.19	SPAC8C9.19						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	slx9	SPAPB21F2.03	slx9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	csn2	SPAPB17E12.04c	csn2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC14C8.04	SPBC14C8.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	vps25	SPBC4B4.06	vps25					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl3703	SPAPB17E12.05	rpl3703					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC18H10.07	SPBC18H10.07						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAPB17E12.08	SPAPB17E12.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arf6	SPBC1539.08	arf6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16E9.15	SPBC16E9.15						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC29A10.12	SPBC29A10.12						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps1002	SPBP22H7.08	rps1002					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	klp2	SPAC664.10	klp2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl1801	SPBC11C11.07	rpl1801					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1703.11	SPBC1703.11						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl26	SPBC29B5.03c	rpl26					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	naa30	SPBC15D4.06	naa30					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	30	C6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC21D10.08c	SPBC21D10.08c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	31	C7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mhf1	SPBC2D10.16	mhf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	32	C8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ght7	SPBC1348.14c	ght7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC3B9.05	SPBC3B9.05						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps2602	SPAC1805.11c	rps2602					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spc2	SPAC1071.04c	spc2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cao1	SPAC2E1P3.04	cao1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mok13	SPBC16D10.05	mok13					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC32F12.07c	SPBC32F12.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	qcr9	SPCC1682.01	qcr9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC24H6.13	SPAC24H6.13						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cgs1	SPAC8C9.03	cgs1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	reb1	SPBC1198.11c	reb1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rad57	SPAC20H4.07	rad57					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	etf1	SPAC27D7.06	etf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cdc73	SPBC17G9.02c	cdc73					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spd1	SPAC29B12.03	spd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rep1	SPBC2D10.06	rep1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC13G6.15c	SPAC13G6.15c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	oxa102	SPBP4H10.03	oxa102					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC11D3.18c	SPAC11D3.18c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	swr1	SPAC11E3.01c	swr1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1635.01	SPAC1635.01						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pub1	SPAC11G7.02	pub1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps1702	SPCC24B10.09	rps1702					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sce3	SPBC18H10.04c	sce3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	toe4	SPAC11D3.07c	toe4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mre11	SPAC13C5.07	mre11					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC227.05	SPAC227.05						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC227.10	SPAC227.10						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	upf1	SPAC16C9.06c	upf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC17H9.08	SPAC17H9.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC20H4.05c	SPAC20H4.05c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arp42	SPAC23D3.09	arp42					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1705.02	SPAC1705.02						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	65	F5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rdh54	SPAC22F3.03c	rdh54					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	66	F6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	scd2	SPAC22H10.07	scd2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	67	F7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps3001	SPAC19B12.04	rps3001					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	68	F8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ypa2	SPAC1782.05	ypa2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	69	F9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC23G3.05c	SPAC23G3.05c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC27E2.03c	SPAC27E2.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gto2	SPAC30D11.01c	gto2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	73	G1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC343.04c	SPAC343.04c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	74	G2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tip1	SPAC3C7.12	tip1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	75	G3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3H1.05	SPAC3H1.05						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	76	G4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppk16	SPAC890.03	ppk16					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	77	G5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	abo1	SPAC31G5.19	abo1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	78	G6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sod22	SPAC3A11.09	sod22					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	79	G7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	meu34	SPAC3A12.03c	meu34					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	80	G8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rad51	SPAC644.14c	rad51					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	81	G9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC29A4.13	SPAC29A4.13						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC328.04	SPAC328.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3A12.06c	SPAC3A12.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	84	G12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ppk13	SPAC3H1.13	ppk13					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	85	H1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spo7	SPAC6G9.04	spo7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	86	H2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl702	SPAC3H5.07	rpl702					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	87	H3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC57A7.12	SPAC57A7.12						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	88	H4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	bst1	SPAC824.02	bst1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	89	H5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dmc1	SPAC8E11.03c	dmc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	90	H6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	91	H7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	92	H8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	93	H9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	94	H10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	DarkControl					technical control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	95	H11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	DarkControl					technical control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_1	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	raf1	SPCC613.12c	raf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	met14	SPAC1782.11	met14					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cox4	SPAC1296.02	cox4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	med20	SPAC17G8.05	med20					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tma23	SPAC1952.02	tma23					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	trm112	SPAC31A2.02	trm112					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC343.20	SPAC343.20						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1687.23c	SPAC1687.23c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mpn1	SPAC23C11.10	mpn1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	upf3	SPAC13G7.03	upf3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC16E8.08	SPAC16E8.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC8C9.19	SPAC8C9.19						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	slx9	SPAPB21F2.03	slx9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	csn2	SPAPB17E12.04c	csn2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC14C8.04	SPBC14C8.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	vps25	SPBC4B4.06	vps25					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl3703	SPAPB17E12.05	rpl3703					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC18H10.07	SPBC18H10.07						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAPB17E12.08	SPAPB17E12.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arf6	SPBC1539.08	arf6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16E9.15	SPBC16E9.15						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC29A10.12	SPBC29A10.12						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps1002	SPBP22H7.08	rps1002					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	klp2	SPAC664.10	klp2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl1801	SPBC11C11.07	rpl1801					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1703.11	SPBC1703.11						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl26	SPBC29B5.03c	rpl26					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	naa30	SPBC15D4.06	naa30					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	30	C6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC21D10.08c	SPBC21D10.08c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	31	C7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mhf1	SPBC2D10.16	mhf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	32	C8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ght7	SPBC1348.14c	ght7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC3B9.05	SPBC3B9.05						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps2602	SPAC1805.11c	rps2602					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spc2	SPAC1071.04c	spc2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cao1	SPAC2E1P3.04	cao1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mok13	SPBC16D10.05	mok13					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC32F12.07c	SPBC32F12.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	qcr9	SPCC1682.01	qcr9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC24H6.13	SPAC24H6.13						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cgs1	SPAC8C9.03	cgs1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	reb1	SPBC1198.11c	reb1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rad57	SPAC20H4.07	rad57					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	etf1	SPAC27D7.06	etf1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cdc73	SPBC17G9.02c	cdc73					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
JL_121214_J1_2	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spd1	SPAC29B12.03	spd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	3	
