Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Characteristics Comments	siRNA Pool Identifier	siRNA Library Name	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Annotation Comments	RefSeq Locus	RefSeq GI Number	Analysis Gene Annotation Build	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
LM2_siGENOME_2A	133	F13	LM2_siGENOME_2A_F13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	134	F14	LM2_siGENOME_2A_F14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	135	F15	LM2_siGENOME_2A_F15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	136	F16	LM2_siGENOME_2A_F16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	137	F17	LM2_siGENOME_2A_F17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	138	F18	LM2_siGENOME_2A_F18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	139	F19	LM2_siGENOME_2A_F19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	140	F20	LM2_siGENOME_2A_F20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	141	F21	LM2_siGENOME_2A_F21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	142	F22	LM2_siGENOME_2A_F22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	143	F23	LM2_siGENOME_2A_F23																empty well					
LM2_siGENOME_2A	144	F24	LM2_siGENOME_2A_F24																empty well					
LM2_siGENOME_2A	145	G1	LM2_siGENOME_2A_G1																empty well					
LM2_siGENOME_2A	146	G2	LM2_siGENOME_2A_G2																empty well					
LM2_siGENOME_2A	147	G3	LM2_siGENOME_2A_G3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME											pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	148	G4	LM2_siGENOME_2A_G4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	149	G5	LM2_siGENOME_2A_G5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020738-01	Dharmacon siGENOME		51306	FAM13B	C5ORF5	Gene symbol updated by IDR curator to be consistent across plates.	NM_001101801	156142191				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	150	G6	LM2_siGENOME_2A_G6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	151	G7	LM2_siGENOME_2A_G7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003628-02	Dharmacon siGENOME		393	ARHGAP4			NM_001666	156071464				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	152	G8	LM2_siGENOME_2A_G8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	153	G9	LM2_siGENOME_2A_G9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003628-02	Dharmacon siGENOME		393	ARHGAP4			NM_001666	156071464				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	154	G10	LM2_siGENOME_2A_G10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	155	G11	LM2_siGENOME_2A_G11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008277-01	Dharmacon siGENOME		9411	ARHGAP29	PARG1	Gene symbol updated by IDR curator to be consistent across plates.	NM_004815	134304852				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	156	G12	LM2_siGENOME_2A_G12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	157	G13	LM2_siGENOME_2A_G13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021811-02	Dharmacon siGENOME		3633	INPP5B			NM_005540	113722124				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	158	G14	LM2_siGENOME_2A_G14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	159	G15	LM2_siGENOME_2A_G15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015856-00	Dharmacon siGENOME		85360	7H3			NM_033025	42475969				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	160	G16	LM2_siGENOME_2A_G16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	161	G17	LM2_siGENOME_2A_G17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-019080-01	Dharmacon siGENOME		58504	ARHGAP22			NM_021226	34013589				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	162	G18	LM2_siGENOME_2A_G18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	163	G19	LM2_siGENOME_2A_G19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008213-00	Dharmacon siGENOME		9743	ARHGAP32	RICS	Gene symbol updated by IDR curator to be consistent across plates.	NM_014715	29469070				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	164	G20	LM2_siGENOME_2A_G20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	165	G21	LM2_siGENOME_2A_G21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020516-02	Dharmacon siGENOME		10144	FAM13A1			NM_001015045	62865868				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	166	G22	LM2_siGENOME_2A_G22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	167	G23	LM2_siGENOME_2A_G23																empty well					
LM2_siGENOME_2A	168	G24	LM2_siGENOME_2A_G24																empty well					
LM2_siGENOME_2A	169	H1	LM2_siGENOME_2A_H1																empty well					
LM2_siGENOME_2A	170	H2	LM2_siGENOME_2A_H2																empty well					
LM2_siGENOME_2A	171	H3	LM2_siGENOME_2A_H3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	172	H4	LM2_siGENOME_2A_H4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	173	H5	LM2_siGENOME_2A_H5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	174	H6	LM2_siGENOME_2A_H6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	175	H7	LM2_siGENOME_2A_H7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	176	H8	LM2_siGENOME_2A_H8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	177	H9	LM2_siGENOME_2A_H9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	178	H10	LM2_siGENOME_2A_H10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	179	H11	LM2_siGENOME_2A_H11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	180	H12	LM2_siGENOME_2A_H12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	181	H13	LM2_siGENOME_2A_H13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	182	H14	LM2_siGENOME_2A_H14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	183	H15	LM2_siGENOME_2A_H15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	184	H16	LM2_siGENOME_2A_H16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	185	H17	LM2_siGENOME_2A_H17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	186	H18	LM2_siGENOME_2A_H18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	187	H19	LM2_siGENOME_2A_H19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	188	H20	LM2_siGENOME_2A_H20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	189	H21	LM2_siGENOME_2A_H21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	190	H22	LM2_siGENOME_2A_H22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	191	H23	LM2_siGENOME_2A_H23																empty well					
LM2_siGENOME_2A	192	H24	LM2_siGENOME_2A_H24																empty well					
LM2_siGENOME_2A	193	I1	LM2_siGENOME_2A_I1																empty well					
LM2_siGENOME_2A	194	I2	LM2_siGENOME_2A_I2																empty well					
LM2_siGENOME_2A	195	I3	LM2_siGENOME_2A_I3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009427-01	Dharmacon siGENOME		23779	ARHGAP8			NM_181335	66346659				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	196	I4	LM2_siGENOME_2A_I4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	197	I5	LM2_siGENOME_2A_I5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015856-00	Dharmacon siGENOME		85360	7H3			NM_033025	42475969				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	198	I6	LM2_siGENOME_2A_I6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	199	I7	LM2_siGENOME_2A_I7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-018019-00	Dharmacon siGENOME		55843	ARHGAP15			NM_018460	28466978				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	200	I8	LM2_siGENOME_2A_I8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	201	I9	LM2_siGENOME_2A_I9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010256-00	Dharmacon siGENOME		90627	STARD13			NM_052851	16445030				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	202	I10	LM2_siGENOME_2A_I10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	203	I11	LM2_siGENOME_2A_I11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	204	I12	LM2_siGENOME_2A_I12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	205	I13	LM2_siGENOME_2A_I13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013830-00	Dharmacon siGENOME		55789	DEPDC1B			NM_018369	23510330				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	206	I14	LM2_siGENOME_2A_I14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	207	I15	LM2_siGENOME_2A_I15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023577-01	Dharmacon siGENOME		57514	CDGAP	ARHGAP31		NM_020754	55742785				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	208	I16	LM2_siGENOME_2A_I16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	209	I17	LM2_siGENOME_2A_I17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021125-01	Dharmacon siGENOME		55789	DEPDC1			NM_017779	41282232				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	210	I18	LM2_siGENOME_2A_I18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	211	I19	LM2_siGENOME_2A_I19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021160-01	Dharmacon siGENOME		51291	GMIP			NM_016573	91208436				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	212	I20	LM2_siGENOME_2A_I20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	213	I21	LM2_siGENOME_2A_I21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009427-01	Dharmacon siGENOME		23779	ARHGAP8			NM_181335	66346659				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	214	I22	LM2_siGENOME_2A_I22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	215	I23	LM2_siGENOME_2A_I23																empty well					
LM2_siGENOME_2A	216	I24	LM2_siGENOME_2A_I24																empty well					
LM2_siGENOME_2A	217	J1	LM2_siGENOME_2A_J1																empty well					
LM2_siGENOME_2A	218	J2	LM2_siGENOME_2A_J2																empty well					
LM2_siGENOME_2A	219	J3	LM2_siGENOME_2A_J3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	220	J4	LM2_siGENOME_2A_J4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	221	J5	LM2_siGENOME_2A_J5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	222	J6	LM2_siGENOME_2A_J6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	223	J7	LM2_siGENOME_2A_J7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	224	J8	LM2_siGENOME_2A_J8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	225	J9	LM2_siGENOME_2A_J9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	226	J10	LM2_siGENOME_2A_J10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	227	J11	LM2_siGENOME_2A_J11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2A	228	J12	LM2_siGENOME_2A_J12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
