Plate,Well Number,Well,Plate_Well,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Characteristics Comments,siRNA Pool Identifier,siRNA Library Name,Reagent Design Gene Annotation Build,Gene Identifier,Gene Symbol,Gene Symbol Synonyms,Gene Annotation Comments,RefSeq Locus,RefSeq GI Number,Analysis Gene Annotation Build,Control Type,Control Comments,Quality Control,Quality Control Comments,Channels,Comments,Z-score (Spindly),"Z-score (Large, spread)",Z-score (Triangular),Z-score (Fan),"Z-score (Round, small)",Z-score (High nuclear YAP/TAZ),Z-score (Low nuclear YAP/TAZ),Z-score (High total YAP/TAZ),Z-score (Low total YAP/TAZ),Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name a,Phenotype 1 Term Accession a,Phenotype 1 Term Name b,Phenotype 1 Term Accession b,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 3 Term Name a,Phenotype 3 Term Accession a,Phenotype 3 Term Name b,Phenotype 3 Term Accession b,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name a,Phenotype 5 Term Accession a,Phenotype 5 Term Name b,Phenotype 5 Term Accession b,Phenotype 6,Phenotype 6 Term Name,Phenotype 6 Term Accession,Phenotype 7,Phenotype 7 Term Name,Phenotype 7 Term Accession,Phenotype 8,Phenotype 8 Term Name,Phenotype 8 Term Accession,Phenotype 9,Phenotype 9 Term Name,Phenotype 9 Term Accession
LM2_siGENOME_1B,199,I7,LM2_siGENOME_1B_I7,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009731-00,Dharmacon siGENOME,,22899,ARHGEF15,,,NM_173728,32307165,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,1.807084932,,,5.162689723,,,,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,200,I8,LM2_siGENOME_1B_I8,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-024745-01,Dharmacon siGENOME,,57480,PLEKHG1,,,NM_001029884,71274147,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,4.889765697,,,,,,-1.623231103,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,201,I9,LM2_siGENOME_1B_I9,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009833-00,Dharmacon siGENOME,,26084,ARHGEF26,SGEF,Gene symbol updated by IDR curator to be consistent across plates.,NM_015595,21361486,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,4.270570664,,,,,,-3.604296602,yes,well,,,,,,,,,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,202,I10,LM2_siGENOME_1B_I10,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009313-00,Dharmacon siGENOME,,23101,MCF2L2,,,NM_015078,31742504,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,1.650960266,1.653151432,,,,,-2.455026804,yes,well,,,,,,,,,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,203,I11,LM2_siGENOME_1B_I11,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-008480-00,Dharmacon siGENOME,,23365,ARHGEF12,,,NM_015313,7662087,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,,-8.089895921,,-3.342372405,yes,well,,,,,,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,204,I12,LM2_siGENOME_1B_I12,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-005199-02,Dharmacon siGENOME,,7410,VAV2,,,NM_003371,40549447,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,4.749802865,,,,,-2.707307844,yes,well,,,,,,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,205,I13,LM2_siGENOME_1B_I13,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009731-00,Dharmacon siGENOME,,22899,ARHGEF15,,,NM_173728,32307165,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,2.121644194,,,,,,,,-1.59078062,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,206,I14,LM2_siGENOME_1B_I14,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-028077-01,Dharmacon siGENOME,,152273,FGD5,,,NM_152536,50080161,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,3.337830598,,,,-4.00204483,,-4.849967181,yes,well,,,,,,,,,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,207,I15,LM2_siGENOME_1B_I15,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,,,,,,,,,,,negative control,mock transfection,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,208,I16,LM2_siGENOME_1B_I16,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-015006-01,Dharmacon siGENOME,,84904,ARHGEF39,C9orf100,,NM_032818,90652856,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,3.783770382,,,-3.005032081,yes,well,,,,,,,,,,,,,,,,,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,209,I17,LM2_siGENOME_1B_I17,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-024516-01,Dharmacon siGENOME,,5924,RASGRF2,,,NM_006909,38505169,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,3.820264207,,,,,,-6.236510675,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,210,I18,LM2_siGENOME_1B_I18,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-022051-01,Dharmacon siGENOME,,26030,PLEKHG3,,,NM_015549,55749620,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,2.169260004,,,,,,yes,well,,,,,,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,211,I19,LM2_siGENOME_1B_I19,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009654-00,Dharmacon siGENOME,,23370,ARHGEF18,,,NM_015318,14670376,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,2.762310132,,,,-2.476901966,,-4.970775436,yes,well,,,,,,,,,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,212,I20,LM2_siGENOME_1B_I20,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-010231-00,Dharmacon siGENOME,,9459,ARHGEF6,,,NM_004840,22027524,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,2.028706261,,,,,,,-1.528288927,yes,well,,,,,,"Large, spread",increased cell size phenotype,CMPO_0000128,,,,,,,,,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,213,I21,LM2_siGENOME_1B_I21,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009883-01,Dharmacon siGENOME,,9181,ARHGEF2,,,NM_004723,15011973,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,1.681261227,,,,,,-2.517870729,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,214,I22,LM2_siGENOME_1B_I22,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-004121-01,Dharmacon siGENOME,,115557,ARHGEF25,GEFT,Gene symbol updated by IDR curator to be consistent across plates.,NM_001111270,162287075,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,,,2.00510556,,yes,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,High total YAP/TAZ in nuclear and ring regions normalised to nuclear area,positive regulation of protein import into nucleus phenotype,CMPO_0000436,,,
LM2_siGENOME_1B,215,I23,LM2_siGENOME_1B_I23,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,216,I24,LM2_siGENOME_1B_I24,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,217,J1,LM2_siGENOME_1B_J1,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,218,J2,LM2_siGENOME_1B_J2,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,219,J3,LM2_siGENOME_1B_J3,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-026106-01,Dharmacon siGENOME,,81704,DOCK8,,,NM_203447,44889959,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,3.820527403,,,,yes,well,,,,,,,,,,,,,,,,,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,,,
LM2_siGENOME_1B,220,J4,LM2_siGENOME_1B_J4,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-008611-00,Dharmacon siGENOME,,29,ABR,,,NM_001092,38679953,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,8.224093871,,,,,,-4.385586837,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,221,J5,LM2_siGENOME_1B_J5,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-017817-01,Dharmacon siGENOME,,50619,DEF6,,,NM_022047,145312240,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,1.932908637,,,,,,,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,222,J6,LM2_siGENOME_1B_J6,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009580-01,Dharmacon siGENOME,,394,ARHGAP5,,,NM_001173,71834860,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,1.962816576,,2.45389919,,,-1.715430683,yes,well,,,,,,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,223,J7,LM2_siGENOME_1B_J7,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-014170-00,Dharmacon siGENOME,,57722,IGDCC4,NOPE,Gene symbol updated by IDR curator to be consistent across plates.,NM_020962,19882240,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,2.556020258,,,,yes,well,,,,,,,,,,,,,,,,,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,,,
LM2_siGENOME_1B,224,J8,LM2_siGENOME_1B_J8,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-009580-01,Dharmacon siGENOME,,394,ARHGAP5,,,NM_001173,71834860,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,2.375703433,,2.902312962,,,,yes,well,,,,,,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,,,
LM2_siGENOME_1B,225,J9,LM2_siGENOME_1B_J9,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-018931-01,Dharmacon siGENOME,,80005,DOCK5,,,NM_024940,117553585,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,,-1.731697132,,,yes,well,,,,,,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,226,J10,LM2_siGENOME_1B_J10,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-013854-01,Dharmacon siGENOME,,57221,KIAA1244,,,NM_020340,154350240,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,1.661658395,3.079838665,,,,,,-3.179876487,yes,well,,,,,,"Large, spread",increased cell size phenotype,CMPO_0000128,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,227,J11,LM2_siGENOME_1B_J11,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-026106-01,Dharmacon siGENOME,,81704,DOCK8,,,NM_203447,44889959,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,1.698301746,,,-1.957937063,yes,well,,,,,,,,,,,,,,,,,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,228,J12,LM2_siGENOME_1B_J12,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-004158-02,Dharmacon siGENOME,,2909,GRLF1,,,NM_004491,150417980,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,3.883176059,,1.770033466,,,,-2.973121744,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,229,J13,LM2_siGENOME_1B_J13,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-019915-00,Dharmacon siGENOME,,1794,DOCK2,,,NM_004946,31377467,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,1.74417308,,,,,,,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,230,J14,LM2_siGENOME_1B_J14,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-021122-00,Dharmacon siGENOME,,9824,ARHGAP11A,,,NM_014783,40788020,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,4.197735321,,2.722619065,,,,-5.92008305,,-2.318641603,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,231,J15,LM2_siGENOME_1B_J15,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-014168-01,Dharmacon siGENOME,,57679,ALS2,,,NM_020919,40316934,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,7.123902296,,2.448101208,,,,yes,well,,,,,,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,,,
LM2_siGENOME_1B,232,J16,LM2_siGENOME_1B_J16,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-003875-05,Dharmacon siGENOME,,613,BCR,,,NM_021574,82546844,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,2.302987553,,,-2.787631457,yes,well,,,,,,,,,,,,,,,,,,,,,,High nuclear YAP/TAZ,increased level of polypetide in cell nucleus,CMPO_0000433,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,233,J17,LM2_siGENOME_1B_J17,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-018931-01,Dharmacon siGENOME,,80005,DOCK5,,,NM_024940,117553585,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,,-2.32785006,,,yes,well,,,,,,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,234,J18,LM2_siGENOME_1B_J18,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-006539-01,Dharmacon siGENOME,,4649,MYO9A,,,NM_006901,156119614,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,3.191145684,,,2.478925148,,,,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,235,J19,LM2_siGENOME_1B_J19,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-015469-00,Dharmacon siGENOME,,221178,SPATA13,,,NM_153023,23308552,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,7.949676012,,,,,-1.928241895,yes,well,,,,,,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,236,J20,LM2_siGENOME_1B_J20,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-008426-01,Dharmacon siGENOME,,23092,ARHGAP26,,,NM_015071,87159827,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,2.499115308,,,3.717585721,,,,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,Fan,fan-shaped cell phenotype,CMPO_0000428,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,237,J21,LM2_siGENOME_1B_J21,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-032389-00,Dharmacon siGENOME,,440107,PLEKHG7,FLJ46688,Gene symbol updated by IDR curator to be consistent across plates.,NM_001004330,51972239,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,,,,,,,,-3.490210413,yes,well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
LM2_siGENOME_1B,238,J22,LM2_siGENOME_1B_J22,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-008611-00,Dharmacon siGENOME,,29,ABR,,,NM_001092,38679953,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,7.280416086,,,,,,-3.447899926,,,yes,well,Spindly,elongated cell phenotype,CMPO_0000077,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,,,Low nuclear YAP/TAZ,decreased level of polypetide in cell nucleus,CMPO_0000434,,,,,,
LM2_siGENOME_1B,239,J23,LM2_siGENOME_1B_J23,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,240,J24,LM2_siGENOME_1B_J24,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,241,K1,LM2_siGENOME_1B_K1,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,242,K2,LM2_siGENOME_1B_K2,,,,,,,,,,,,,,,,empty well,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LM2_siGENOME_1B,243,K3,LM2_siGENOME_1B_K3,Homo sapiens,NCBITaxon,NCBITaxon_9606,LM2,LM2 is derived from MDA-MB-231,M-005093-02,Dharmacon siGENOME,,7984,ARHGEF5,,,NM_005435,50959190,,,,pass,,AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei,,,1.661658395,2.107407532,,,,,,-4.039003044,yes,well,,,,,,"Large, spread",increased cell size phenotype,CMPO_0000128,Triangular,triangular shaped cell phenotype,CMPO_0000122,cell with projections,CMPO_0000071,,,,,,,,,,,,,,,,,,Low total YAP/TAZ in nuclear and ring regions normalised to nuclear area,negative regulation of protein import into nucleus phenotype,CMPO_0000435
