Replicate,Plate,Well,Gene Identifier %% url=http://www.pombase.org/spombe/result/%s,Gene Identifier Source Database,Strain Name,Gene Symbol,Control Type,Control Comments,Reproducibility of Shape Hits,Reproducibility of microtubule hits,Reproducibility of cell cycle progression hits,Visual Shape Hit,Visual Microtubule Hit,Conservation in S. cerevisiae,Conservation in Vertebrates,Conservation in H. sapiens,Phenotype 1,Ontology Term Name 1a,Term Source Accession 1a,Ontology Term Name 1b,Term Source Accession 1b,Phenotype 2,Ontology Term Name 2a,Term Source Accession 2a,Ontology Term Name 2b,Term Source Accession 2b,Phenotype 3,Ontology Term Name 3a,Term Source Accession 3a,Ontology Term Name 3b,Term Source Accession 3b,Phenotype 4,Ontology Term Name 4a,Term Source Accession 4a,Ontology Term Name 4b,Term Source Accession 4b,Phenotype 5,Ontology Term Name 5a,Term Source Accession 5a,Ontology Term Name 5b,Term Source Accession 5b,Phenotype 6,Ontology Term Name 6a,Term Source Accession 6a,Ontology Term Name 6b,Term Source Accession 6b,Phenotype 7,Ontology Term Name 7a,Term Source Accession 7a,Ontology Term Name 7b,Term Source Accession 7b
1,X_110505_S27,F5,SPAC23C4.09c,Pombase,SPAC23C4.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F6,SPBC32H8.01c,Pombase,SPBC32H8.01c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F7,SPAC9.02c,Pombase,SPAC9.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F8,SPBC29A3.08,Pombase,pof4,pof4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,F9,SPCC757.02c,Pombase,SPCC757.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G1,SPAC890.06,Pombase,nup155,nup155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G10,SPAC2F3.07c,Pombase,SPAC2F3.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G11,SPAC17H9.13c,Pombase,SPAC17H9.13c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G12,SPAC57A7.09,Pombase,SPAC57A7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G2,SPBC30B4.01c,Pombase,wsc1,wsc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G3,SPCC613.11c,Pombase,meu23,meu23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G4,SPBP4H10.17c,Pombase,SPBP4H10.17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G5,SPAC12G12.15,Pombase,sif3,sif3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G6,SPAC12G12.13c,Pombase,cid14,cid14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G7,SPAC926.05c,Pombase,dph4,dph4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G8,SPBC3B8.10c,Pombase,nem1,nem1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,G9,SPCC965.09,Pombase,SPCC965.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H1,SPAPYUG7.06,Pombase,sdu1,sdu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H10,SPAC9.13c,Pombase,cwf16,cwf16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H11,SPAC22F3.02,Pombase,atf31,atf31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H2,SPAC18G6.15,Pombase,mal3,mal3,negative control,negative control (mal3),,7/7,5/9,,,yes,,,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110505_S27,H3,,,MS1404,,positive control,positive control (wild-type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H4,SPBP8B7.28c,Pombase,stc1,stc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H5,SPAC1834.04,Pombase,hht1,hht1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H6,SPAC14C4.04,Pombase,SPAC14C4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H7,SPAC959.05c,Pombase,pdi4,pdi4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H8,SPBC409.20c,Pombase,psh3,psh3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S27,H9,SPCC965.14c,Pombase,SPCC965.14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A1,SPAC869.07c,Pombase,mel1,mel1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A10,SPCC320.14,Pombase,sry1,sry1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A11,SPAC222.04c,Pombase,ies6,ies6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A12,SPBC354.04,Pombase,SPBC354.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A2,SPBC19C7.01,Pombase,mni1,mni1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A3,SPCC306.02c,Pombase,SPCC306.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A4,SPCC1322.06,Pombase,kap113,kap113,,,,5/10,,,,,yes,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A5,SPAC1F7.13c,Pombase,rpl801,rpl801,,,,2/5,2/4,yes,,yes,yes,yes,IP increased,more cells with interphase microtubule arrays,CMPO_0000383,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,PAA reduced,not available yet,not available yet,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A6,SPBC19G7.03c,Pombase,rps3002,rps3002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A7,SPAC1687.08,Pombase,SPAC1687.08,,,,,3/8,,,,yes,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A8,SPAC27D7.04,Pombase,omt2,omt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,A9,SPBC29A10.16c,Pombase,SPBC29A10.16c,,,,,3/7,,,,yes,yes,yes,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B1,SPAC8C9.09c,Pombase,mug129,mug129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B10,SPCC70.08c,Pombase,SPCC70.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B11,SPAC31A2.14,Pombase,bun107,bun107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B12,SPBC365.03c,Pombase,rpl2101,rpl2101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B2,SPBC30D10.05c,Pombase,SPBC30D10.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B3,SPAC688.04c,Pombase,gst3,gst3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B4,SPCC364.03,Pombase,rpl1702,rpl1702,,,5/10,,,,yes,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B5,SPAC23C11.15,Pombase,pst2,pst2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B6,SPBC21C3.17c,Pombase,SPBC21C3.17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B7,SPCC191.10,Pombase,SPCC191.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B8,SPBC18H10.16,Pombase,can1,can1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,B9,SPBC2G2.03c,Pombase,sbh1,sbh1,,,8/9,6/8,,,,,yes,yes,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,microtubule bundles present in greater numbers,increased number of microtubule bundles,CMPO_0000372,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,
1,X_110505_S28,C1,SPBC11C11.01,Pombase,SPBC11C11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C10,SPAC1F3.03,Pombase,SPAC1F3.03,,,,5/9,3/5,,,,yes,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C11,SPAC7D4.08,Pombase,SPAC7D4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C12,SPBC3B8.04c,Pombase,SPBC3B8.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C2,SPBC32F12.12c,Pombase,SPBC32F12.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C3,SPCC1442.05c,Pombase,SPCC1442.05c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C4,,,DarkMal3,,technical control,dark control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C5,SPAC29A4.19c,Pombase,cta5,cta5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C6,SPBC21D10.07,Pombase,cmc1,cmc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C7,SPAC1952.17c,Pombase,SPAC1952.17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C8,SPAC11H11.05c,Pombase,fta6,fta6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,C9,SPBC2G2.08,Pombase,ade9,ade9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D1,SPBC15D4.05,Pombase,SPBC15D4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D10,SPAC1687.07,Pombase,SPAC1687.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D11,SPAC823.15,Pombase,ppa1,ppa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D12,SPBC713.08,Pombase,mim1,mim1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D2,SPCC1235.02,Pombase,bio2,bio2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D3,SPAPB1A11.03,Pombase,SPAPB1A11.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D4,SPAC1399.04c,Pombase,SPAC1399.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D5,SPAC3G9.01,Pombase,nsk1,nsk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D6,SPBC21H7.07c,Pombase,his5,his5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D7,SPAC9E9.14,Pombase,vps24,vps24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D8,SPAC212.02,Pombase,SPAC212.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,D9,SPBC31F10.08,Pombase,mde2,mde2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E1,SPBC1773.02c,Pombase,bcp1,bcp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E10,SPAC26F1.05,Pombase,mug106,mug106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E11,SPAC823.16c,Pombase,atg1802,atg1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E12,SPBC83.01,Pombase,ucp8,ucp8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E2,SPCC1322.10,Pombase,SPCC1322.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E3,SPBC2F12.04,Pombase,rpl1701,rpl1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E4,SPAC1556.05c,Pombase,cgr1,cgr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E5,SPAC688.12c,Pombase,SPAC688.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E6,SPBC25H2.11c,Pombase,spt7,spt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E7,SPBC543.08,Pombase,SPBC543.08,,,,,4/8,,,,yes,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E8,SPAC23C11.13c,Pombase,hpt1,hpt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,E9,SPBC405.05,Pombase,atg16,atg16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F1,SPBC18H10.10c,Pombase,saf4,saf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F10,SPBC16A3.16,Pombase,SPBC16A3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F11,SPBC106.07c,Pombase,SPBC106.07c,,,,,4/7,2/4,,,yes,yes,yes,IP increased,more cells with interphase microtubule arrays,CMPO_0000383,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,PAA reduced,not available yet,not available yet,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F12,SPBC887.18c,Pombase,hfi1,hfi1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F2,SPCC18.09c,Pombase,hnt3,hnt3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F3,SPCC550.11,Pombase,SPCC550.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F4,SPAC1687.16c,Pombase,erg31,erg31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F5,SPAPB8E5.04c,Pombase,SPAPB8E5.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F6,SPCC1322.07c,Pombase,mug150,mug150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F7,SPBC800.07c,Pombase,tsf1,tsf1,,,,8/10,,,,yes,yes,yes,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F8,SPAC31G5.15,Pombase,psd3,psd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,F9,SPBC577.14c,Pombase,spa1,spa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G1,SPBC18H10.11c,Pombase,ppr2,ppr2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G10,SPCC1450.12,Pombase,SPCC1450.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G11,SPBC19G7.16,Pombase,iws1,iws1,,,,,2/5,,yes,yes,yes,yes,IP increased,more cells with interphase microtubule arrays,CMPO_0000383,,,PAA reduced,not available yet,not available yet,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G12,SPCC70.09c,Pombase,mug9,mug9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G2,SPCC285.04,Pombase,SPCC285.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G3,SPAC5H10.07,Pombase,SPAC5H10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G4,SPAC17A5.16,Pombase,ftp105,ftp105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G5,SPBC1347.11,Pombase,sro1,sro1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G6,SPCC1393.05,Pombase,ers1,ers1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G7,SPAC17C9.12,Pombase,scs22,scs22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G8,SPAP8A3.02c,Pombase,ofd2,ofd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,G9,SPBC800.12c,Pombase,SPBC800.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H1,SPBC18H10.18c,Pombase,SPBC18H10.18c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H10,SPAC20H4.08,Pombase,SPAC20H4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H11,SPBC1D7.04,Pombase,mlo3,mlo3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H2,SPAC18G6.15,Pombase,mal3,mal3,negative control,negative control (mal3),,7/7,5/9,,,yes,,,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110505_S28,H3,,,MS1404,,positive control,positive control (wild-type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H4,SPAC17G8.13c,Pombase,mst2,mst2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H5,SPBC146.11c,Pombase,mug97,mug97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H6,SPCC297.06c,Pombase,SPCC297.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H7,SPAC1556.08c,Pombase,cbs2,cbs2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H8,SPBC20F10.05,Pombase,nrl1,nrl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110505_S28,H9,SPCC24B10.16c,Pombase,SPCC24B10.16c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A1,SPAC18B11.02c,Pombase,SPAC18B11.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A10,SPBC31F10.10c,Pombase,SPBC31F10.10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A11,SPBC800.05c,Pombase,atb2,atb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A12,SPBP4G3.03,Pombase,SPBP4G3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A2,SPAC1D4.06c,Pombase,csk1,csk1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A3,SPAC24B11.13,Pombase,hem3,hem3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A4,SPAC3C7.09,Pombase,set8,set8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A5,SPAC589.07c,Pombase,atg1801,atg1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A6,SPAC890.05,Pombase,SPAC890.05,,,,,3/7,,,,,yes,yes,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A7,SPBC119.16c,Pombase,SPBC119.16c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A8,SPBC16E9.02c,Pombase,SPBC16E9.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,A9,SPBC20F10.07,Pombase,SPBC20F10.07,,,,,2/5,,,,yes,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B1,SPAC1952.06c,Pombase,SPAC1952.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B10,SPBC32F12.11,Pombase,tdh1,tdh1,,,,2/5,,yes,,yes,yes,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B11,SPBC887.17,Pombase,SPBC887.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B12,SPBP4H10.09,Pombase,rsv1,rsv1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B2,SPAC1F12.05,Pombase,SPAC1F12.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B3,SPAC26H5.07c,Pombase,SPAC26H5.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110506_S19,B4,SPAC458.02c,Pombase,SPAC458.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
