Plate,Well Number,Well,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Alias,Description,Control Type,Control Comments,Quality Control,Quality Control Comments,Comments,Experimental Condition[genotype],Changed in allR,Observation,Phenotype
smt3allR_plate3,67,C19,YIL034C,CAP2,,Beta subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,,,,,,smt3allR,no,,
smt3allR_plate3,68,C20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,69,C21,YFR027W,ECO1,CTF7,Acetytransferase required for sister chromatid cohesion; modifies Smc3p at DNA replication forks during S-phase; modifies Mcd1p in response to double-strand DNA breaks during G2/M; mutations in human homolog ESCO2 cause Roberts syndrome,,,,,,smt3allR,no,,
smt3allR_plate3,70,C22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,71,C23,YLR003C,CMS1,,Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; overexpression rescues supressor mutant of mcm10; null mutant is viable,,,,,,smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
smt3allR_plate3,72,C24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,73,D1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,74,D2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,75,D3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,76,D4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,77,D5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,78,D6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,79,D7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,80,D8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,81,D9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,82,D10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,83,D11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,84,D12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,85,D13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,86,D14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,87,D15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,88,D16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,89,D17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,90,D18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,91,D19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,92,D20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,93,D21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,94,D22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,95,D23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,96,D24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,97,E1,YDR450W,RPS18A,S18A,Protein component of the small (40S) ribosomal subunit; nearly identical to Rps18Bp and has similarity to E. coli S13 and rat S18 ribosomal proteins,,,,,,smt3allR,no,,
smt3allR_plate3,98,E2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,99,E3,YDR384C,ATO3,,"Plasma membrane protein, regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters",,,,,,smt3allR,no,,
smt3allR_plate3,100,E4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,101,E5,YDR130C,FIN1,,Spindle pole body-related intermediate filament protein; forms cell cycle-specific filaments between spindle pole bodies in mother and daughter cells; localization cell-cycle dependent; involved in Glc7p localization and regulation,,,,,,smt3allR,no,,
smt3allR_plate3,102,E6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,103,E7,YDL129W,YDL129W,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene,,,,,,smt3allR,no,,
smt3allR_plate3,104,E8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,105,E9,YLR136C,TIS11,CTH2,mRNA-binding protein expressed during iron starvation; binds to a sequence element in the 3'-untranslated regions of specific mRNAs to mediate their degradation; involved in iron homeostasis,,,,,,smt3allR,no,,
smt3allR_plate3,106,E10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,107,E11,YGR239C,PEX21,,Peroxin required for targeting of peroxisomal matrix proteins containing PTS2; interacts with Pex7p; partially redundant with Pex18p,,,,,,smt3allR,yes,odd shaped cells,the smt3allR mutant population contains odd shaped cells
smt3allR_plate3,108,E12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,109,E13,YBR088C,Pol30,,,,,,,,smt3allR,no,very few cells,
smt3allR_plate3,110,E14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,111,E15,YKL007W,CAP1,,Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,,,,,,smt3allR,no,,
smt3allR_plate3,112,E16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,113,E17,YIL148W,RPL40A,L40A|UB11|UBI1|CEP52A,"Fusion protein, identical to Rpl40Bp, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes",,,,,,smt3allR,yes,more nuclear,the smt3allR GFP signal seems more nuclear than WT
smt3allR_plate3,114,E18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,115,E19,YER177W,BMH1,,"14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",,,,,,smt3allR,no,,
smt3allR_plate3,116,E20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,117,E21,YDR099W,BMH2,SCD3,"14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",,,,,,smt3allR,no,,
smt3allR_plate3,118,E22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,119,E23,,,,,,,,,no annotation available,,,,
smt3allR_plate3,120,E24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,121,F1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,122,F2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,123,F3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,124,F4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,125,F5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,126,F6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,127,F7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,128,F8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,129,F9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,130,F10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,131,F11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,132,F12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,133,F13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,134,F14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,135,F15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,136,F16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,137,F17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,138,F18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,139,F19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,140,F20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,141,F21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,142,F22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,143,F23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,144,F24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,145,G1,YGR042W,YGR042W,,Putative protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,smt3allR,yes,some nuclear foci,the smt3allR mutant population display nuclear foci
smt3allR_plate3,146,G2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,147,G3,YER116C,SLX8,,Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; stimulated by prior attachment of SUMO to the substrate; contains a C-terminal RING domain,,,,,,smt3allR,no,few cells,
smt3allR_plate3,148,G4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,149,G5,,,,,,,,,no annotation available,,,,
smt3allR_plate3,150,G6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,151,G7,YLR126C,YLR126C,,Putative protein of unknown function with similarity to glutamine amidotransferase proteins; has Aft1p-binding motif in the promoter; may be involved in copper and iron homeostasis; YLR126C is not an essential protein,,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate3,152,G8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,153,G9,YLR376C,PSY3,,"Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair; deletion results in a mutator phenotype; deletion increases sensitivity to anticancer drugs oxaliplatin and cisplatin but not mitomycin C",,,,,,smt3allR,no,,
smt3allR_plate3,154,G10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,155,G11,YDL115C,IWR1,,Protein involved in transcription from polymerase II promoters; interacts with with most of the polymerase II subunits; nucleo-cytoplasmic shuttling protein; deletion causes hypersensitivity to the K1 killer toxin,,,,,,smt3allR,no,,
smt3allR_plate3,156,G12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,157,G13,YJR056C,YJR056C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate3,158,G14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,159,G15,YDL059C,RAD59,,Protein involved in the repair of double-strand breaks in DNA during vegetative growth via recombination and single-strand annealing; anneals complementary single-stranded DNA; homologous to Rad52p,,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate3,160,G16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,161,G17,YOL149W,DCP1,,"Subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p",,,,,,smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
smt3allR_plate3,162,G18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,163,G19,YGR136W,LSB1,,"Protein containing an N-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization",,,,,,smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
smt3allR_plate3,164,G20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,165,G21,YBR197C,YBR197C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR197C is not an essential gene,,,,,,smt3allR,no,,
smt3allR_plate3,166,G22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,167,G23,YPL166W,ATG29,,Autophagy-specific protein that is required for recruitment of other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizes to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved,,,,,,smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
smt3allR_plate3,168,G24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,169,H1,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,170,H2,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,171,H3,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,172,H4,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,173,H5,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,174,H6,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,175,H7,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,176,H8,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,177,H9,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,178,H10,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,179,H11,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,180,H12,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,181,H13,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,182,H14,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,183,H15,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,184,H16,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,185,H17,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,186,H18,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,187,H19,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,188,H20,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,189,H21,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,190,H22,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,191,H23,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,192,H24,,,,,,,,,no annotation available; no image available,,,,
smt3allR_plate3,193,I1,YGL037C,PNC1,,"Nicotinamidase that converts nicotinamide to nicotinic acid as part of the NAD(+) salvage pathway, required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span",,,,,,smt3allR,yes,more diffuse,the smt3allR GFP signal is more diffuse than WT
smt3allR_plate3,194,I2,,,,,,,,,no annotation available; no image available,,,,
