Plate	Well Number	Well	Experimental Condition [cell line]	"Cell Type/Genetic Subtype (Neve et al., Cancer Cell 2006)"	Experimental Condition [media]	Experimental Condition [compound]	Experimental Condition [dose]	Experimental Condition[time]	Control Type	Control Comment	Comments
22_lines_TNF_5h_200145427	325	N13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	326	N14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	327	N15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	328	N16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	329	N17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	330	N18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	331	N19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	332	N20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	333	N21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	334	N22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	335	N23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	336	N24							empty well		no images
22_lines_TNF_5h_200145427	337	O1							empty well		no images
22_lines_TNF_5h_200145427	338	O2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	339	O3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	340	O4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	341	O5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	342	O6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	343	O7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	344	O8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	345	O9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	346	O10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	347	O11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	348	O12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	349	O13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	350	O14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	351	O15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	352	O16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	353	O17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	354	O18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	355	O19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	356	O20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	357	O21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	358	O22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	359	O23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	TNF-alpha	10 nanogram per milliliter	5 hour			
22_lines_TNF_5h_200145427	360	O24							empty well		no images
22_lines_TNF_5h_200145427	361	P1							empty well		no images
22_lines_TNF_5h_200145427	362	P2							empty well		no images
22_lines_TNF_5h_200145427	363	P3							empty well		no images
22_lines_TNF_5h_200145427	364	P4							empty well		no images
22_lines_TNF_5h_200145427	365	P5							empty well		no images
22_lines_TNF_5h_200145427	366	P6							empty well		no images
22_lines_TNF_5h_200145427	367	P7							empty well		no images
22_lines_TNF_5h_200145427	368	P8							empty well		no images
22_lines_TNF_5h_200145427	369	P9							empty well		no images
22_lines_TNF_5h_200145427	370	P10							empty well		no images
22_lines_TNF_5h_200145427	371	P11							empty well		no images
22_lines_TNF_5h_200145427	372	P12							empty well		no images
22_lines_TNF_5h_200145427	373	P13							empty well		no images
22_lines_TNF_5h_200145427	374	P14							empty well		no images
22_lines_TNF_5h_200145427	375	P15							empty well		no images
22_lines_TNF_5h_200145427	376	P16							empty well		no images
22_lines_TNF_5h_200145427	377	P17							empty well		no images
22_lines_TNF_5h_200145427	378	P18							empty well		no images
22_lines_TNF_5h_200145427	379	P19							empty well		no images
22_lines_TNF_5h_200145427	380	P20							empty well		no images
22_lines_TNF_5h_200145427	381	P21							empty well		no images
22_lines_TNF_5h_200145427	382	P22							empty well		no images
22_lines_TNF_5h_200145427	383	P23							empty well		no images
22_lines_TNF_5h_200145427	384	P24							empty well		no images
22_lines_untreated_200145425	1	A1							empty well		no images
22_lines_untreated_200145425	2	A2							empty well		no images
22_lines_untreated_200145425	3	A3							empty well		no images
22_lines_untreated_200145425	4	A4							empty well		no images
22_lines_untreated_200145425	5	A5							empty well		no images
22_lines_untreated_200145425	6	A6							empty well		no images
22_lines_untreated_200145425	7	A7							empty well		no images
22_lines_untreated_200145425	8	A8							empty well		no images
22_lines_untreated_200145425	9	A9							empty well		no images
22_lines_untreated_200145425	10	A10							empty well		no images
22_lines_untreated_200145425	11	A11							empty well		no images
22_lines_untreated_200145425	12	A12							empty well		no images
22_lines_untreated_200145425	13	A13							empty well		no images
22_lines_untreated_200145425	14	A14							empty well		no images
22_lines_untreated_200145425	15	A15							empty well		no images
22_lines_untreated_200145425	16	A16							empty well		no images
22_lines_untreated_200145425	17	A17							empty well		no images
22_lines_untreated_200145425	18	A18							empty well		no images
22_lines_untreated_200145425	19	A19							empty well		no images
22_lines_untreated_200145425	20	A20							empty well		no images
22_lines_untreated_200145425	21	A21							empty well		no images
22_lines_untreated_200145425	22	A22							empty well		no images
22_lines_untreated_200145425	23	A23							empty well		no images
22_lines_untreated_200145425	24	A24							empty well		no images
22_lines_untreated_200145425	25	B1							empty well		no images
22_lines_untreated_200145425	26	B2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	27	B3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	28	B4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	29	B5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	30	B6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	31	B7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	32	B8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	33	B9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	34	B10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	35	B11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	36	B12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	37	B13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	38	B14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	39	B15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	40	B16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	41	B17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	42	B18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	43	B19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	44	B20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	45	B21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	46	B22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	47	B23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	48	B24							empty well		no images
22_lines_untreated_200145425	49	C1							empty well		no images
22_lines_untreated_200145425	50	C2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	51	C3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	52	C4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	53	C5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	54	C6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	55	C7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	56	C8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	57	C9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	58	C10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	59	C11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	60	C12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	61	C13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	62	C14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	63	C15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	64	C16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	65	C17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	66	C18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	67	C19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	68	C20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	69	C21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	70	C22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	71	C23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	72	C24							empty well		no images
22_lines_untreated_200145425	73	D1							empty well		no images
22_lines_untreated_200145425	74	D2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	75	D3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	76	D4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	77	D5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	78	D6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	79	D7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	80	D8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	81	D9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	82	D10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	83	D11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	84	D12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	85	D13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	86	D14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	87	D15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	88	D16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	89	D17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	90	D18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	91	D19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	92	D20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	93	D21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	94	D22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	95	D23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	96	D24							empty well		no images
22_lines_untreated_200145425	97	E1							empty well		no images
22_lines_untreated_200145425	98	E2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	99	E3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	100	E4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	101	E5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	102	E6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	103	E7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	104	E8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	105	E9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	106	E10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	107	E11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	108	E12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	109	E13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	110	E14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	111	E15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	112	E16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	113	E17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	114	E18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	115	E19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	116	E20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	117	E21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	118	E22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	119	E23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	120	E24							empty well		no images
22_lines_untreated_200145425	121	F1							empty well		no images
22_lines_untreated_200145425	122	F2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	123	F3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	124	F4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	125	F5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	126	F6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	127	F7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	128	F8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	129	F9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	130	F10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	131	F11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	132	F12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	133	F13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	134	F14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	135	F15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	136	F16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	137	F17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	138	F18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	139	F19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	140	F20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	141	F21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	142	F22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	143	F23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	144	F24							empty well		no images
22_lines_untreated_200145425	145	G1							empty well		no images
22_lines_untreated_200145425	146	G2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	147	G3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	148	G4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	149	G5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	150	G6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	151	G7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	152	G8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	153	G9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	154	G10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	155	G11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	156	G12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	157	G13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	158	G14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	159	G15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	160	G16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	161	G17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	162	G18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	163	G19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	164	G20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	165	G21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	166	G22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	167	G23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	168	G24							empty well		no images
22_lines_untreated_200145425	169	H1							empty well		no images
22_lines_untreated_200145425	170	H2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	171	H3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	172	H4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	173	H5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	174	H6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	175	H7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	176	H8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	177	H9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	178	H10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	179	H11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	180	H12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	181	H13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	182	H14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	183	H15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	184	H16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	185	H17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	186	H18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	187	H19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	188	H20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145425	189	H21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
