Plate	Well	Plate_Well	siRNA Identifier	siRNA Pool Name	Gene Identifier	Ensembl 56 Gene Symbol	Final Well Hit Status Actinome 1	Final Well Hit status Actinome 2	Overall Hit Gene Consensus	Has phenotypes	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26	Phenotype 27	Term Source Accession 27	Ontology Term Name 27	Phenotype 28	Term Source Accession 28	Ontology Term Name 28	Phenotype 29	Term Source Accession 29	Ontology Term Name 29	Phenotype 30	Term Source Accession 30	Ontology Term Name 30	Phenotype 31	Term Source Accession 31	Ontology Term Name 31	Phenotype 32	Term Source Accession 32	Ontology Term Name 32	Phenotype 33	Term Source Accession 33	Ontology Term Name 33	Phenotype 34	Term Source Accession 34	Ontology Term Name 34	Phenotype 35	Term Source Accession 35	Ontology Term Name 35	Phenotype 36	Term Source Accession 36	Ontology Term Name 36	Phenotype 37	Term Source Accession 37	Ontology Term Name 37	Phenotype 38	Term Source Accession 38	Ontology Term Name 38	Phenotype 39	Term Source Accession 39	Ontology Term Name 39	Phenotype 40	Term Source Accession 40	Ontology Term Name 40
Plate4_Actinome1	E5	Plate4_Actinome1_E5	HIP-55-01	HIP-55	NM_014063		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																												increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers																						cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA				increased mitotic index	CMPO_0000056	more cells in M phase													microtubule nuclear bracket	CMPO_0000287	microtubules nuclear bracket phenotype	increased level of microtubules	CMPO_0000097	increased number of microtubules						
Plate4_Actinome1	E6	Plate4_Actinome1_E6	EPB49-01	EPB49	NM_001978		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	E7	Plate4_Actinome1_E7	HIP-55-02	HIP-55	NM_014063		yes	no	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																												increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers																						cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA				increased mitotic index	CMPO_0000056	more cells in M phase													microtubule nuclear bracket	CMPO_0000287	microtubules nuclear bracket phenotype	increased level of microtubules	CMPO_0000097	increased number of microtubules						
Plate4_Actinome1	E8	Plate4_Actinome1_E8	EPB49-02	EPB49	NM_001978		no	no	no	no																																																																																																																								
Plate4_Actinome1	E9	Plate4_Actinome1_E9	HIP-55-03	HIP-55	NM_014063		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass																												increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers																						cell shape geometric	CMPO_0000261	geometric cell				decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA				increased mitotic index	CMPO_0000056	more cells in M phase													microtubule nuclear bracket	CMPO_0000287	microtubules nuclear bracket phenotype	increased level of microtubules	CMPO_0000097	increased number of microtubules						
Plate4_Actinome1	F1	Plate4_Actinome1_F1	INCENP-03	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	F10	Plate4_Actinome1_F10	FRMD1-03	FRMD1	NM_024919		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F11	Plate4_Actinome1_F11	HRIHFB2122-04	HRIHFB2122	NM_007032		no	no	no	no																																																																																																																								
Plate4_Actinome1	F12	Plate4_Actinome1_F12	FRMD1-04	FRMD1	NM_024919		no	no	no	no																																																																																																																								
Plate4_Actinome1	F13	Plate4_Actinome1_F13	IQGAP1-05	IQGAP1	NM_003870		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F14	Plate4_Actinome1_F14	FRMD4-01	FRMD4	NM_018027		no	no	no	no																																																																																																																								
Plate4_Actinome1	F15	Plate4_Actinome1_F15	IQGAP1-01	IQGAP1	NM_003870		no	no	no	no																																																																																																																								
Plate4_Actinome1	F16	Plate4_Actinome1_F16	FRMD4-02	FRMD4	NM_018027		no	yes	no	no																																																																																																																								
Plate4_Actinome1	F17	Plate4_Actinome1_F17	IQGAP1-03	IQGAP1	NM_003870		no	yes	no	no																																																																																																																								
Plate4_Actinome1	F18	Plate4_Actinome1_F18	FRMD4-03	FRMD4	NM_018027		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F19	Plate4_Actinome1_F19	IQGAP1-04	IQGAP1	NM_003870		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F2	Plate4_Actinome1_F2	INCENP-03	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	F20	Plate4_Actinome1_F20	FRMD4-04	FRMD4	NM_018027		no	no	no	no																																																																																																																								
Plate4_Actinome1	F21	Plate4_Actinome1_F21	IQGAP2-05	IQGAP2	NM_006633		no	no	no	no																																																																																																																								
Plate4_Actinome1	F22	Plate4_Actinome1_F22	GRSP1-01	GRSP1	XM_114303		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F23	Plate4_Actinome1_F23	IQGAP2-02	IQGAP2	NM_006633		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F24	Plate4_Actinome1_F24	GRSP1-02	GRSP1	XM_114303		no	no	no	no																																																																																																																								
Plate4_Actinome1	F5	Plate4_Actinome1_F5	HRIHFB2122-01	HRIHFB2122	NM_007032		no	no	no	no																																																																																																																								
Plate4_Actinome1	F6	Plate4_Actinome1_F6	FRMD1-01	FRMD1	NM_024919		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	F7	Plate4_Actinome1_F7	HRIHFB2122-02	HRIHFB2122	NM_007032		yes	no	no	no																																																																																																																								
Plate4_Actinome1	F8	Plate4_Actinome1_F8	FRMD1-02	FRMD1	NM_024919		no	no	no	no																																																																																																																								
Plate4_Actinome1	F9	Plate4_Actinome1_F9	HRIHFB2122-03	HRIHFB2122	NM_007032		yes	no	no	no																																																																																																																								
Plate4_Actinome1	G1	Plate4_Actinome1_G1	INCENP-04	INCENP	NM_020238		no	no	no	no																																																																																																																								
Plate4_Actinome1	G10	Plate4_Actinome1_G10	ESPN-01	ESPN	NM_031475		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	G11	Plate4_Actinome1_G11	DIAPH1-03	DIAPH1	NM_005219		yes	yes	no	no																																																																																																																								
Plate4_Actinome1	G12	Plate4_Actinome1_G12	ESPN-02	ESPN	NM_031475		yes	yes	no	no																																																																																																																								
